	alpha	beta	genescale
gene_175	0.25854520794243463	1.77109168250989	2.194003323729561
gene_176	0.2624045333753594	2.981604436281404	0.9211050459521962
gene_177	0.25570503639757813	1.781097343908195	8.338615041678654
gene_178	0.42110866370570943	1.816330294968148	7.359974169277583
gene_179	0.22346141512345563	2.3497831433511776	1.543587416470871
gene_180	0.17137932786693133	3.122323679187393	2.336644298655724
gene_181	0.14335838111832547	3.5320839575423215	0.5987320156696724
gene_182	0.2495203910879521	2.5037516748863973	3.4267071867468903
gene_183	0.2301373858499345	3.545900635877363	0.8960812802810115
gene_184	0.2809078375689854	2.2719803899572852	13.820321104959827
gene_185	0.2803293717653282	1.6365300944365093	6.39925331233163
gene_186	0.1676688804884261	3.1884042165197557	0.865809898639189
gene_187	0.2066309918442518	1.960549698834867	4.107123387906216
gene_188	0.16047549204924738	1.3433691605197164	4.2767970699266575
gene_189	0.40898767040760775	1.5237036462803157	6.982188748261716
gene_190	0.13272525660670514	2.52004859767272	1.6520310384019863
gene_191	0.17758579630376328	1.6523562125759486	4.316228579235286
gene_192	0.1851218103248626	2.291850224082478	0.5701173617791535
gene_193	0.11750362342403323	2.0078368285401313	4.337738068107206
gene_194	0.2670017028812759	2.7684078951061304	1.5977425762115676
gene_195	0.1544816238240647	2.4180196513466883	12.683616095282122
gene_196	0.17588284183825031	1.1837247367979047	2.5348778735805855
gene_197	0.24289507549227146	2.1217549721192834	1.7456615325205909
gene_198	0.2698046565087136	2.2575656653154446	0.8355776839927535
gene_199	0.23821590280412225	1.3522096050134558	4.642544056640615
gene_200	0.18611914599302873	2.1076530854371995	0.26418270512881215
gene_201	0.24261981789435508	1.9370792496600502	2.689093795340216
gene_202	0.25290985982143527	1.6623919259360713	2.6710288042547523
gene_203	0.1891816647788598	2.470807233470613	2.196847768069125
gene_204	0.32191306991972635	1.5327369073523633	1.5362185359043457
gene_205	0.1449812595085594	1.3060880193075406	9.44597824889572
gene_206	0.108007699542571	2.7455866780734683	2.160058440581254
gene_207	0.1782494350810582	1.2199019269484415	0.44809031875146027
gene_208	0.2587038503720474	2.445710676723347	2.518967997681722
gene_209	0.32618961059860013	2.227437316248287	3.4337638896154616
gene_210	0.1582855801537638	3.6138488414698804	5.227562564275808
gene_211	0.13250181843219008	2.072621077482278	1.9884954171493936
gene_212	0.22276452896593651	2.5262321162803425	2.3645081468936575
gene_213	0.30517445013682887	1.6641619245130832	1.5506507557012974
gene_214	0.2427364532433849	2.7472936873006617	3.2829392152958246
gene_215	0.19897828529307904	3.205679554821973	6.01118372740665
gene_216	0.26048296135067067	2.7969862301555155	1.5742119129680747
gene_217	0.1668394100751059	2.124749320033882	1.826383346741539
gene_218	0.23600572401427697	1.2251722298721301	0.7287418592065875
gene_219	0.17091301496161201	2.8592903888279375	0.653688627232763
gene_220	0.33741836869055036	3.0471051055688037	2.3912086381420594
gene_221	0.18287182483249914	3.352441466701254	0.4022543602510396
gene_222	0.14260593081590436	1.3075121523943043	0.5664752191882094
gene_223	0.15392491284253304	2.227259649086575	1.2066260496315464
gene_224	0.2561304196844595	1.494731725177942	2.7454238377915243
gene_225	0.18794530480417385	2.232963412745631	4.920541731428593
gene_226	0.19504250901204895	1.5107964677971715	0.8109873045851882
gene_227	0.12363336226798015	1.8117721698147902	3.3084026263132706
gene_228	0.20032703272752808	3.7036331953536825	4.259757384102619
gene_229	0.27363966593071093	1.995033726321505	27.873777712915157
gene_230	0.2264439356575543	1.3898307486517298	3.0352403440989626
gene_231	0.23479648468173325	1.2048750604961331	2.487689579920103
gene_232	0.15958263320600366	2.256895992655781	2.873823830469816
gene_233	0.09784425343344696	2.339306717211431	3.7481423836256966
gene_234	0.16511984832109416	1.748598488962483	4.819638439590008
gene_235	0.19740393648267648	2.0722136113437233	0.34538641941507253
gene_236	0.3892598824130575	2.0791839255124165	0.620685475013557
gene_237	0.12910552069830988	2.0502219819977627	6.500781361428026
gene_238	0.2065793728946129	1.5274867077019965	3.511440772626721
gene_239	0.26195587624463196	2.801844626171925	0.8557868190917957
gene_240	0.20790379658700756	1.5452625523090338	3.400223283652283
gene_241	0.17217398864196212	2.672053687698006	2.0786082872716745
gene_242	0.14778263379267198	2.7153342466180974	0.5606422045570721
gene_243	0.2949448973602698	2.9877957574570746	3.863017001674448
gene_244	0.20898319862973214	2.8625344374804964	2.6739116406372485
gene_245	0.25803552518258627	2.1886979130210684	14.624190919718515
gene_246	0.2261786826069734	2.3431242907049206	1.6761270742722512
gene_247	0.2377534429332092	2.4255511103065013	5.414708429685246
gene_248	0.22545695173574085	2.880418142705289	0.635680238617221
gene_249	0.14941870249711803	2.916073416419766	3.895617878088024
gene_250	0.18028841991953576	2.077424529375205	1.813014148249712
gene_251	0.22507434089719372	1.6202244744515832	3.2688796230271526
gene_252	0.21681594857931946	2.672576848876177	1.940281319363886
gene_253	0.18661300288214758	1.1620508861004506	9.199593422129922
gene_254	0.23782444740790828	1.6055918101060067	3.0369714693169825
gene_255	0.13168235677173623	2.341522894792611	0.7831946003647126
gene_256	0.17503703242334842	2.4746275215000737	1.0014954700796932
gene_257	0.15184029239593727	1.821891498643022	3.6526706616110176
gene_258	0.23197645330058664	1.6963675549183672	2.195765066149196
gene_259	0.11304239039831919	4.0059651304368815	0.8543752230340844
gene_260	0.23613621482134567	1.5788502592955573	2.1569440420554375
gene_261	0.20605903425073135	1.5597171946270911	5.0161139299814295
gene_262	0.1990957661583079	2.2515714573169285	4.97399504189643
gene_263	0.15761328470971817	1.699610687493231	0.45878713617265837
gene_264	0.14691660428276868	5.205342080701812	0.41246014453320373
gene_265	0.1385214513948449	1.6524019000107568	1.3731754875429527
gene_266	0.26397105086000583	2.375052722006634	3.429688275038707
gene_267	0.099127842351743	1.4940973523432923	0.783262632909329
gene_268	0.34244487228439624	1.8725903612058061	0.795286540865508
gene_269	0.1950308025111376	1.7838777657118499	5.319273812251873
gene_270	0.1740927011752912	3.036691859078446	0.6435962469864812
gene_271	0.16964529492004907	2.0287480927101056	0.8321495973213493
gene_272	0.2792924768494376	1.862814794112991	4.794808959554484
gene_273	0.1630579903089775	3.3991161248450372	10.951058338965305
gene_274	0.11102772201391388	1.6889980033781338	0.8366964134671391
gene_275	0.27623251929964293	2.602078549149049	1.8715383863749453
gene_276	0.20265751393046424	3.0636068387038184	1.3589647007989631
gene_277	0.16741594255744813	1.9632227481432085	3.3478463350207863
gene_278	0.2556572505197568	3.4351590973761024	7.3487972006457225
gene_279	0.1939711854179682	2.6954716353349157	0.8041081711102399
gene_280	0.2859080223782223	1.28088455887419	5.1638587000524705
gene_281	0.16672134354547755	4.08220958824696	2.3261370455275494
gene_282	0.30469633103292465	2.2690685448357883	0.32066624696460155
gene_283	0.23160467735289866	2.86009213690617	4.1409799885366105
gene_284	0.18057133819879034	1.2730697897481782	2.568331162507292
gene_285	0.1466751697180158	2.5715572252259866	1.9355176621855432
gene_286	0.22819804985089787	1.6480153566157976	5.082127276999782
gene_287	0.25174370938553076	2.138336608778661	0.8140594962062461
gene_288	0.2766001257060882	2.2078588153265226	3.0791397520189205
gene_289	0.20103195679919048	1.9338487688585713	4.0095063960470565
gene_290	0.09607230606808237	2.407546901733598	1.0151366934715047
gene_291	0.23569405867456336	2.2673569295955045	19.599629369559327
gene_292	0.3046934374522837	1.3581512442930952	1.0962940775648617
gene_293	0.18296044178664467	2.052905701262488	3.179613986030891
gene_294	0.13710129319131312	1.5433041312372995	2.079905371063344
gene_295	0.12209306865249764	1.8841387980347788	0.7287592232965056
gene_296	0.2010893172584088	2.4780206668588836	0.9157890459885879
gene_297	0.16087318507317752	1.929044846971395	0.29499377578922015
gene_298	0.31085739733860607	1.3986070945536337	11.280973759168166
gene_299	0.14917967952438832	2.416056668552335	1.2655745321910352
gene_300	0.24641551679936943	1.8483775641916282	3.9323013654324996
gene_301	0.24128132183778034	2.0102508032939097	3.999371887533584
gene_302	0.19150478500858842	1.5904867370072362	0.8272277457848339
gene_303	0.2618012746060425	2.2152734245269503	3.0701534634471943
gene_304	0.2088329890951015	1.834868498402289	0.368927541662917
gene_305	0.1461539436771063	1.95577180261149	1.781119078711622
gene_306	0.3339163287502275	1.654896213665581	0.23974450255333019
gene_307	0.14376749433559374	1.8074108370135151	0.6862853742512341
gene_308	0.20155715102224417	2.2509054900965957	0.5140754774576659
gene_309	0.22597902880290882	2.224894611311967	2.353593095124585
gene_310	0.18778375918255058	1.821637789968848	0.8943465502712191
gene_311	0.1940565635990593	2.1514096098006577	4.705185055324285
gene_312	0.1848853502819355	1.7417961422983705	1.8708197024613475
gene_313	0.2018926370761348	2.141532072213929	0.9743164890645892
gene_314	0.2970365350670077	2.9716495518673645	2.2203328945157637
gene_315	0.16434905261079905	2.7328355099049095	0.5756380425863497
gene_316	0.25106821951664376	1.9262536060177917	9.309987835544932
gene_317	0.22011028493932902	2.5026651390895154	1.9096725989657253
gene_318	0.1425196589175764	2.450127818960184	1.0350002003422294
gene_319	0.35082693580980195	1.4945542602184723	0.9159689032764289
gene_320	0.5246718709756024	2.50960536365836	7.527002352582263
gene_321	0.26637884627182473	1.9941392291173365	1.769807899966445
gene_322	0.1936958529534835	1.899053351561482	5.032354826180778
gene_323	0.23339850304921125	2.219865427913253	3.1087512943581093
gene_324	0.12078672837301874	1.577962073264371	1.1187815303805284
gene_325	0.2583185482672853	2.1975995885834063	2.968369262111654
gene_326	0.24872308875776572	1.4723978814189131	0.6803308774543257
gene_327	0.2570113144315552	1.2928559329262548	2.9393750529388747
gene_328	0.18679692819677177	2.3653716364373483	1.6067838312871237
gene_329	0.13580232205045642	2.529517495536599	2.072774970218078
gene_330	0.1853160226199693	3.4619605730188625	2.6373332197036152
gene_331	0.25906764534796295	1.9481037526864682	4.506273037887638
gene_332	0.15522776622493767	3.6646834751650057	3.724917030288409
gene_333	0.19065566071040227	1.9730414818638207	1.287209153791885
gene_334	0.18012666964804175	2.1130455808665127	4.261198916847845
gene_335	0.1718687443680662	2.8245901270195555	2.075902385837104
gene_336	0.09189224993000197	1.9164559198106517	3.76024650663159
gene_337	0.24847355753924297	1.7014834200602489	52.36317862597597
gene_338	0.2967000556769676	2.213341959224299	1.6632397761170183
gene_339	0.2233554262365054	2.6522075135391447	2.1646955909543157
gene_340	0.286344773126746	1.7434478837137994	5.4115694441883955
gene_341	0.29846364770728706	2.1266441495698674	1.8232617248491818
gene_342	0.29756647772827793	1.0169404717683475	5.331749969126129
gene_343	0.08826492260797364	2.3524776840418404	2.5909762222775456
gene_344	0.18598815791053458	2.8527864682239508	1.5781597028774048
gene_345	0.19476377754892138	1.458220703339896	0.8815141916002697
gene_346	0.15237013288890655	1.6396297893311655	1.894861823312744
gene_347	0.16895876782738153	1.8200866032804544	13.340308801123136
gene_348	0.19584147531805038	2.2347122128317802	3.9142621199682677
gene_349	0.23781124445381746	1.7480357666507045	2.923772617433821
gene_350	0.1966173483616054	1.80229890418406	4.636369140803982
gene_351	0.24261971237933166	2.025247136492772	1.4838305194380281
gene_352	0.23333296820690927	2.411040177896469	0.6469411998129055
gene_353	0.11548578287956311	1.4025922743275148	1.139562441789826
gene_354	0.34600933530524086	3.1684844862427184	1.0670095217745288
gene_355	0.1712248518197411	1.5240191697208054	4.802345433479758
gene_356	0.15408562474165427	2.669638983419927	5.345327501191908
gene_357	0.15730193402447593	2.1708209791690987	0.717644698187456
gene_358	0.15446569206290028	1.5078757340879803	10.38816583952394
gene_359	0.326201104757989	1.8214916661501943	3.704531693251742
gene_360	0.27754333575643725	2.0465520231596974	2.1534016595604824
gene_361	0.11480951857739553	2.55030090071698	2.4837191759165993
gene_362	0.16523104527023474	3.3645380540089187	0.19345760026941292
gene_363	0.2342533207726981	3.020153544588806	0.923104975182553
gene_364	0.28595294891257217	2.6479429873118283	2.940026603484592
gene_365	0.16278808555487742	2.307597841091798	1.2514206902538338
gene_366	0.275333548743187	2.8508007006440126	4.670282793421929
gene_367	0.32604602064713034	1.8531308548214824	1.7304771681420839
gene_368	0.22582333648665268	2.4719959100928754	1.0523489505925845
gene_369	0.2061909931324153	2.4856112267712023	5.573295330701547
gene_370	0.2529075447626445	2.424403190181046	0.8760703715712018
gene_371	0.272308314698702	1.815206052306612	0.572568311661191
gene_372	0.24120139890380876	1.6691950481308586	1.313083874854934
gene_373	0.19237002899222497	2.0445112235743967	3.7621920259149344
gene_374	0.19736707936434042	1.983452292336923	4.842567758120873
gene_375	0.20827972758107702	1.8265023459243352	3.933191174471558
gene_376	0.18894050391136105	1.1112977920911746	6.155363744044476
gene_377	0.19279715419533297	1.5251093182011697	5.071324302542224
gene_378	0.20905047099035853	1.6216333654168227	0.8823754728012764
gene_379	0.2508550037145039	2.1696961987623604	1.4025093790693195
gene_380	0.3058977580073835	2.0432615826282587	4.570495902672061
gene_381	0.13340314806268636	2.0183920620720297	3.544420413790493
gene_382	0.34119525163045483	2.42007964751601	2.4133098349962565
gene_383	0.1786501530159098	1.477229542792264	5.434001404559301
gene_384	0.4069179114089113	1.738885794418729	0.3672935686145593
gene_385	0.19918400961387944	1.562326198983357	1.1378604925319304
gene_386	0.17412022753835968	1.3005853751552927	0.3235278503643522
gene_387	0.17800815149461238	1.4553513319298477	0.29491903380605117
gene_388	0.162415189481757	1.7411758676457882	0.32872890820437856
gene_389	0.27203455633262363	1.2850083417444502	1.3339585859348886
gene_390	0.13865006383503353	2.7256287048226056	2.32049835164749
gene_391	0.14284499380810728	1.9366136408083179	4.1487044179925965
gene_392	0.13103071947553094	3.7033978557299965	6.042700650485518
gene_393	0.165919515929498	2.238193615273911	0.8247345615512532
gene_394	0.20936159939400284	1.8416026552862823	0.5382803169085554
gene_395	0.21785241440303382	1.335068769372697	1.6232029850586336
gene_396	0.2840334121285802	2.110943948965009	2.5042677418636345
gene_397	0.25505921761915196	2.328843893845537	1.8390123898496693
gene_398	0.2873281187297294	2.6496757879275044	24.985701762153884
gene_399	0.17789503589747638	2.609896314275064	4.39505995438071
gene_400	0.18291672201361198	2.9982831750860632	0.5553408140007381
gene_401	0.30878858860542724	1.1572486186756474	4.755820379375621
gene_402	0.19587075062350826	1.7416869106515338	1.7640093624010278
gene_403	0.1740044635727135	2.470103521951846	14.76522991775623
gene_404	0.13328217316831112	2.5925233321192738	6.7181718537901105
gene_405	0.22511513694939955	2.061635258547028	3.96630997274803
gene_406	0.1252311665020217	2.204229639033789	1.9870894361448648
gene_407	0.18701207348246718	1.742795504465452	1.5674835412152353
gene_408	0.1983254052750404	1.422782120972241	0.7507307257707687
gene_409	0.17527179633777595	1.622181601399447	2.727858985313772
gene_410	0.19701686080525707	1.7059273102616674	0.34659646215183454
gene_411	0.17945774360027827	1.8447302169472046	23.808002234534342
gene_412	0.24876324336184794	1.4761278883163695	5.231130485509817
gene_413	0.2512458749191097	3.1025380414649697	1.1026493134229673
gene_414	0.2606807011135067	2.6016181309008575	1.728053413805606
gene_415	0.13984483798166378	1.3405304463100556	2.316419348371446
gene_416	0.1325617228136997	2.7752041068579447	0.8637825683836561
gene_417	0.13419703255916038	1.6507170883260462	3.3312697759941483
gene_418	0.24282815341812763	2.872039802802277	2.1095687506078655
gene_419	0.29382747235101986	2.3975175963323205	1.3895130177887585
gene_420	0.172007626799756	1.3361509387161776	0.5901423467625925
gene_421	0.11419930275306561	2.3109222063581063	3.4327457891150983
gene_422	0.21476110468659515	3.6728732553819254	2.063367241402958
gene_423	0.2856458001599137	2.1178791014329126	4.4127119745684755
gene_424	0.2563505374786535	2.9906481993552516	20.820820695068488
gene_425	0.24246314811915592	2.9303636878954227	1.3747716329120776
gene_426	0.1658897369517676	3.6079252810793734	1.1415544505954833
gene_427	0.10569804280420556	2.17359335484404	1.897067104883586
gene_428	0.1275545559428308	1.9567878561548062	10.971068470522377
gene_429	0.28178059364077673	1.4963220546204705	1.3545757553634572
gene_430	0.20620923418711606	1.1159197710482818	2.5103613389301374
gene_431	0.19806042325572112	1.8021990782819097	12.402100994218554
gene_432	0.1664923219370065	1.9849514961953165	4.376701949214866
gene_433	0.25383648608622805	2.7326798991717656	1.4525135274744854
gene_434	0.25321336914626186	4.452059685927911	1.6333391877001493
gene_435	0.2918617614415583	2.8063021624999553	5.835254344904779
gene_436	0.1400593758752975	1.971133080721097	7.6144781904556975
gene_437	0.20830441970337965	2.0958340702592757	0.4630453239257605
gene_438	0.1720384126180032	1.4461165127004432	4.254752006854806
gene_439	0.14612017734745308	1.9121815104277786	6.346899450966166
gene_440	0.1458269373291947	3.198222547780271	3.0937694582448283
gene_441	0.23624115093441153	3.2080093174014204	1.4049312185766927
gene_442	0.27336626535735886	2.045197303494199	5.815205243012036
gene_443	0.15894276691307366	1.3366161120343818	1.1776422676845963
gene_444	0.29077546038069735	3.1562157139996425	16.89007891624921
gene_445	0.22320388558691834	1.403345925869801	8.8715188626542
gene_446	0.21254889352320544	1.4070738789273591	5.470368897948621
gene_447	0.1555872580424526	2.8962816273519274	0.25460005268636887
