Actb	Ahcy	Aqp3	Atp12a	Bmp4	Cdx2	Creb312	Cebpa	Dab2	DppaI	Eomes	Esrrb	Fgf4	Fgfr2	Fn1	Gapdh	Gata3	Gata4	Gata6	Grhl1	Grhl2	Hand1	Hnf4a	Id2	Klf2	Klf4	Klf5	Krt8	Lcp1	Mbnl3	Msc	Msx2	Nanog	Pdgfa	Pdgfra	Pecam1	Pou5f1	Runx1	Sox2	Sall4	Sox17	Snail	Sox13	Tcfap2a	Tcfap2c	Tcf23	Utf1	Tspan8
20	-1.335	6.73	6.52	6.215	8.015	6.875	5.955	4.435	10.955	4.425	5.45	1.235	1.225	2.985	4.745	-0.405000000000001	11.93	-1.565	6.96	3.265	1.905	1.565	12.365	4.275	0.474999999999998	-0.235000000000003	7.41	5.455	5.99	3.575	11.295	11.375	8.46	3.405	7.825	3.975	4.285	8.56	2.575	1.165	6.865	-0.795	3.98	12.415	2.14	10.97	9.21	3.39
21	-0.594999999999999	7.2	7.645	11.74	12.56	6.625	7.59	4.555	11.21	6.38	11.6	4.325	1.21	7.01	6.325	0.0250000000000004	6.185	-3.94	10.795	2.205	-0.00499999999999901	6.1	7.165	5.84	0.445	-1.78	7.985	4.255	5.705	7.665	10.87	10.91	11.795	1.635	6.99	1.82	1.56	12.475	2.29	-0.600000000000001	6.98	-1.505	2.655	5.85	0.469999999999999	11.73	11.31	3.32
22	-0.6	11.245	6.42	12.66	10.665	6.035	12.405	10.98	11.795	5.7	12.06	5.755	2.765	5.55	7.135	0.855	8.505	-0.950000000000001	12.815	3.86	3.86	13.01	7.245	5.65	6.11	3.585	8.885	8.45	13.77	9.46	12.535	12.59	13.255	15.285	9.32	5.78	4.46	9.93	3.845	3.935	8.52	1.39	6.085	8.11	2.81	13.215	14.095	6.61
23	2.66	10.865	10.095	12.075	14.845	7.615	8.385	14.19	11.245	10.31	11	7.11	3.05	7.415	8.365	2.88	7.615	-0.365	9.28	5.685	5.835	13.72	7.545	6.805	4.765	3.17	10.655	13.75	11.175	8.615	13.925	10.255	11.185	7.835	13.315	5.28	4.365	13.41	6.69	1.84	8.76	-0.105000000000002	4.405	7.905	3.465	8.435	14.035	5.555
24	1.205	9.53	13.755	12.96	13.77	8.635	13.93	13.085	15.2575	8.355	11.8375	9.645	2.2225	9.3125	6.6575	1.615	6.535	-2.17	12.7325	5.4925	3.665	9.36	6.44	5.5925	3.57	2.5	9.04	11.46	11.255	6.45	12.12	12.16	9.485	5.685	10.075	3.465	3.42	11.51	6.12	1.975	9.48	0.745000000000001	4.625	13.255	2.785	7.475	11.75	4.31
25	1.425	13.39	8.615	14.395	14.3	10.14	8.94	6.335	13.88	8.2	8.945	8.66	4.835	8.11	9.305	3.02	8.855	-1.5	6.485	5.12	4.605	2.45	14.395	8.245	3.79	3.94	12.58	7.815	9.725	7.575	13.135	13.395	11.415	9.02	10.04	6.53	6.5	8.75	6.9	3.26	6.83	-2.26	7.79	9.63	3.155	7.35	9.09	6.4
26	0.815000000000001	11.45	10.285	11.06	13.47	7.495	8.845	5.14	13.145	7.48	9.5	5.99	1.525	6.52	6.73	0.359999999999999	5.04	-0.925000000000001	6.495	5.13	2.985	2.285	13.155	8.425	3.935	1.895	9.915	13.13	11.595	8.83	13.99	9.4	13.11	5.915	9.385	5.1	4.545	8.54	5.49	3.155	9.52	2.03	4.995	13.875	3.125	9.365	10.755	6.47
27	2.075	10.29	12.95	12.73	11.58	7.05	8.305	12.1	12.64	6.28	12.12	6.525	2.935	7.645	6.45	3.095	5.005	-4.925	7.44	3.54	3.42	5.27	5.89	5.355	3.535	0.700000000000003	6.685	11.765	10.625	7.735	11.92	11.86	7.37	6.955	11.94	5.745	4.9	8.505	3.53	1.065	6.515	-0.484999999999999	3.605	6.885	1.8	11.655	11.7	3.31
28	-0.52	9.085	12.435	12.435	12.325	5.18	6.07	9.115	11.8	5.525	6.915	3.895	1.175	4.155	4.505	0.0549999999999997	3.37	-3.785	5.075	2.22	0.704999999999998	3.355	5.245	4.535	0.510000000000002	-1.54	9.965	11.21	10.99	5.735	11.95	11.63	7.005	7.615	11.17	3.45	2.99	6.155	2.605	0.925000000000001	6.595	-0.0749999999999993	2.305	11.51	1.545	6.55	7.26	0.834999999999997
29	-4.245	6.865	7.155	11.545	10.955	5.105	7.45	3.105	11.435	6.885	9.065	5.795	3.12	5.815	7.99	2.875	5.035	0.0849999999999973	6.645	7.885	3.915	0.244999999999997	6.68	7.725	1.91	1.825	7.145	11.375	8.83	3.495	12.435	12.165	5.415	3.49	8.385	5.845	4.345	7.165	7.04	2.015	7.68	3.16	9.14	9	1.315	11.37	12.325	4.71
30	0.57	12.145	9.6	10.865	11.21	6.51	11.6	11.565	9.74	12.58	12.825	6.355	3.625	7.87	6.435	2.765	2.625	-0.649999999999999	8.595	6.71	3.245	-1.52	10.345	9.795	0.00499999999999901	0.814999999999998	9.6	10.91	11.795	5.455	10.64	11.14	4.8	6.815	12.26	11.2	4.94	7.585	11.675	1.5	11.57	3.79	5.68	7.78	1.63	7.675	11.67	7.14
31	-0.0849999999999991	5.895	4.735	10.98	11.795	7.08	8.73	3.885	13.585	12.3	13.295	6.845	4.155	9.69	6.075	4.02	12.9	-0.279999999999999	5.685	7.5	4.53	4.505	9.475	9.33	2.7	3.57	10.405	12.59	13.255	9.005	14.34	14.75	5.85	6.13	10.235	11.735	5.23	10.14	12.575	2.96	8.48	4.095	6.405	8.34	3.86	14.815	14.335	7.785
32	2.785	10.135	6.875	14.19	14.335	9.41	13.28	5.63	13.33	13.115	13.625	7.09	4.385	10.145	13.56	5.005	6.905	0.749999999999998	8.095	13.495	5.255	3.55	14.095	13.75	2.125	4.125	10.685	13.555	14.235	7.745	13.315	14.15	6.635	13.41	13.5	6.95	6.21	8.525	9.345	2.465	9.455	3.305	7.285	8.365	2.645	9.03	13.755	5.78
33	1.88	9.735	6.54	13.085	15.2575	9.485	12.2975	7.535	6.3625	13.6125	12.0575	6.135	4.045	7.15	6.5325	4.4025	5.415	-0.15	11.81	5.2525	5.91	1.9	12.87	11.46	1.405	2.99	9.7	11.67	12.395	6.875	12.695	12.285	6.14	4.93	10.3	4.335	5.61	8.575	8.525	2.325	7.965	1.635	4.22	11.67	2.955	13.39	10.815	8.535
34	2.17	11.32	9.07	13.945	13.88	9.05	12.725	15.24	14.615	13.81	14.255	7.81	4.665	6.62	8.605	3.39	6.545	0.67	14.395	9.235	7.82	6.78	15.09	10.115	3.775	3.045	10.415	13.395	9.975	11.71	14.43	14.01	7.26	6.81	11	7.83	5.8	6.42	13.09	4.62	9.465	3.44	8.69	10.75	3.305	8.51	13.835	7.75
35	1.39	8.525	6.675	13.17	10.955	10.57	12.07	4.99	8.435	10.07	12.1	3.79	4.93	6.195	5.125	4.64	5.245	-1.115	5.215	8.275	6.135	3.135	14.075	13.13	3.135	5.33	10.37	14.02	12.41	9.505	13.445	13.32	5.845	7.02	13.02	7.635	6.1	8.63	7.335	3.355	9.385	3.045	9.335	10.54	4.185	13.19	8.08	6.29
36	1.26	8.53	4.715	12.1	12.64	5.92	7.41	5.455	8.065	12.845	12.7	5.485	1.615	1.055	6.66	3.18	4.41	-0.639999999999999	3.84	12.095	4.355	1.9	9.185	9.775	-0.155000000000001	2.105	9.7	6.91	10.04	8.035	11.94	12.545	4.96	13.295	9.51	5.175	3.425	11.515	6.915	0.385000000000002	6.01	2.915	5.83	6.16	1.33	7.525	12.435	5.565
37	0.835000000000001	6.41	4.7	11.515	11.8	4.845	11.275	2.565	6.425	10.625	10.355	4.205	1.68	2.605	5.885	1.18	3.295	-2.425	3.585	5.405	1.41	-1.83	10.595	11.21	0.310000000000002	0.815000000000001	9.02	6.57	11.085	6.315	10.89	11.29	6.87	6.155	7.435	5.095	3.575	6.125	4.535	1.38	8.475	2.65	5.86	5.115	-1.465	4.235	11.545	5.195
38	-0.744999999999997	5.845	4.1	8.395	11.435	4.335	9.065	3.125	6.51	12.305	9.9	6.525	2.055	6.055	7.765	3.875	3.345	-2.075	5.34	7.095	2.87	1.435	11.295	11.375	0.57	0.544999999999998	10.525	12.165	12.215	9.85	11.815	11.895	6.705	8.255	11.59	6.155	5.18	12.66	9.37	2.26	9.015	1.87	6.635	7.88	2.9	7.825	9.9	3.955
39	-0.279999999999998	6.6	5.07	11.565	12.49	7.06	12.825	5.795	6.545	10.42	10.795	6.345	3.065	4.43	6.395	3.68	2.665	-2.97	5.055	4.115	3.095	0.945	10.87	10.91	1.735	1.385	8.5	6.93	8.62	8.755	12.26	9.99	5.69	3.965	6.945	6.76	4.5	5.54	6.33	1.68	7.61	2.015	4.53	9.6	2.665	3.295	8.885	5.4
40	0.805000000000003	6.17	5.59	11.375	13.585	8.97	13.295	13.375	9.265	13.26	10.405	7.99	3.84	5.64	9.905	5.18	4.74	1.455	5.895	8.19	6.3	3.74	12.535	11.73	3.035	5.425	11.84	14.75	14.45	8.12	13.555	14.735	8.25	5.66	15.005	8.43	5.81	8.135	10.025	4.36	10.09	6.145	8.135	14.235	4.935	10.355	14.105	7.44
41	2.615	10.71	6.3	13.67	13.04	9.145	13.625	7.31	11.845	13.145	13.56	7.385	5.005	5.79	8.235	6.285	6.455	0.220000000000001	8.165	13.75	4.385	4.635	13.925	12.915	4.385	4.295	10.575	14.15	10.985	6.21	13.5	13.09	7.29	6.045	13.305	8.115	6.195	10.335	10.455	3.605	7.685	3.57	7.465	9.86	3.72	10.715	11.78	6.815
42	3.5875	12.425	4.3675	14.315	12.5725	9.0925	12.0575	7.575	8.315	11.05	12.7325	6.9325	3.715	5.37	12.5	4.7325	6.43	-0.210000000000001	5.18	11.46	3.225	3.24	12.12	9.07	1.705	3.275	12.695	12.285	10.17	7.44	10.18	13.385	8.65	9.445	8.315	6.635	4.715	7.395	6.29	1.83	8.925	3.6	5.775	10.245	4.87	7.55	13.45	7.015
43	1.97	9.29	3.815	15.24	11.675	8.36	14.255	6.97	13.305	12.98	12.495	7.68	5.685	5.21	12.175	7.715	7.2	1.69	7.39	11.695	5.515	3.085	13.135	10.575	2.215	5.59	13.09	14.01	13.06	10.02	10.85	14.81	5	3.14	13.44	10.21	5.905	7.71	9.03	3.04	8.755	3.7	5.845	13.26	3.93	6.555	8.445	6.26
44	1.385	8.96	5.81	11.74	11.935	6.34	9.46	11.26	5.52	13.525	7.925	5.6	3.975	4.595	7.515	4.555	6.335	0.785	6.505	13.13	5.815	3.68	10.92	13.61	5.66	3.815	9.855	13.32	13.035	11.98	13.02	14.445	8.48	8.45	6.305	7.575	7.755	9.445	8.575	4.49	14.565	3.54	4.78	8.7	2.63	4.55	7.725	5.13
45	0.93	7.24	12.12	12.275	12.455	9.075	12.7	6.775	10.815	9.255	12.42	5.09	4.27	4.98	5.75	1.385	5.975	0.0600000000000023	2.555	8.035	3.875	3.505	11.92	7.89	2.22	2.905	8.87	8.475	9.8	9.335	12.19	12.395	4.745	6.305	6.755	5.595	5.76	11.655	6.3	1.94	5.41	2.615	5.615	12.435	2.135	4.28	9.6	4.955
46	-0.220000000000002	6.655	5.755	10.675	10.005	5.455	10.355	5.135	6.53	10.225	9.055	3.03	2.375	1.095	2.765	-0.495000000000001	1.72	-3.06	3.935	5.81	2.41	0.115000000000002	11.95	7.09	2.495	1.875	5.42	4.97	11.7	6.765	11.515	12.175	4.455	11.675	9.525	6.32	3.955	5.6	11.3	-1.105	4.565	0.625	3.535	6.865	0.345000000000002	2.545	7.28	2.445
47	-1.025	4.935	5.775	11.525	11.93	6.905	12.14	6.475	5.375	9.075	12.365	3.775	2.985	7.595	5.38	1.515	3.81	-0.344999999999999	4.345	5.985	3.25	-0.484999999999999	12.435	6.555	1.985	2.84	6.655	11.895	11.405	9.785	12.36	12.415	4.85	4.56	7.81	5.26	5.425	6.02	12.325	1.29	6.25	3.115	6.62	6.605	0.550000000000001	4.13	11.6	4.815
48	-0.379999999999999	7.69	6.625	12.465	11.335	5.66	5.745	4.455	10.135	7.24	11.655	2.97	0.815000000000001	0.75	5.175	-1.235	4.185	-1.105	1.65	4.15	1.675	-1.115	10.64	9.13	-1.06	2.305	7.15	11.2	8.84	5.355	11.675	11.62	5.77	7.84	5.92	3	4.24	5.525	11.67	1.33	6.165	0.414999999999999	4.825	10.98	0.945	7.11	9.33	4.795
49	0.864999999999998	7.86	5.645	13.375	12.565	7.43	12.815	5.67	7.12	11.21	12.895	5.89	2.55	7.745	10.085	2.38	13.77	0.699999999999999	5.205	7.79	3.515	5.315	14.34	11.31	2.34	3.02	7.755	11.055	9.47	8.73	15.005	13.46	6.16	7.805	8.985	7.26	6.14	10.775	8.945	2.615	9.005	3.855	8.425	7.47	3.435	8.76	12.67	6.01
50	0.6	8.925	7.505	13.63	14.375	8.635	13.56	6.135	8.485	10.48	13.865	6.225	5.035	7.76	10.315	3.59	5.875	2.005	7.255	8.235	7.895	2.495	13.315	12.19	1.425	4.05	8.47	12.26	10.63	6.335	13.305	12.915	6.315	9.175	9.405	6.195	4.625	10.01	9.875	2.19	9.08	5.915	7.51	7.525	4.7575	9.235	12.2975	9.425
51	-0.967499999999999	13.6125	5.7275	13.105	13.405	7.28	12.7325	13.4025	11.835	12.74	12.5	3.4825	4.76	6.66	7.68	0.830000000000002	5.635	0.59	6.08	7.98	4.725	0.465	12.695	12.285	0.93	0.879999999999999	8.49	9.265	13.35	6.385	13.665	9.105	5.545	5.995	11.75	3.6	4.765	7.25	8.595	3.085	11.81	5.58	7.61	7.985	3.04	5.68	8.425	7.98
52	3.005	10.41	7.925	13.87	13.125	10.66	13.565	9.3	7.305	13.5	11.955	7.865	9.44	10.18	11.23	3.155	6.725	4.555	5.205	13.395	4.885	4.73	14.43	14.01	5.97	9.49	9.6	14.81	11.1	4.06	15.92	14.68	7.825	7.8	10.48	8.11	6.625	9.5	13.835	4.33	8.06	13.255	8.055	13.17	3.875	8.22	12.07	8.41
53	-0.875000000000002	5.03	3.03	11.26	11.1	9.105	11.615	8.11	4.735	11.965	13.155	8.275	8.315	9.225	9.995	3.36	6.905	4.89	4.29	14.02	6.36	2.455	13.445	13.32	3.425	6.55	5.86	14.445	12.23	9.45	12.775	13.875	4.825	13.755	12.295	11.43	5.955	13.19	12.95	2.05	8.6	5.6	12.275	7.42	2.75	7.44	8.63	6.265
54	-0.335000000000001	5.325	4.44	12.575	10.815	9.255	12.42	6.86	7.87	11.89	11.41	5.305	9.505	4.14	6.905	1.155	3.845	2.135	1.58	7.99	3.54	1.435	11.94	11.705	2.73	5.475	5.19	7.975	8.175	3.785	11.795	11.185	5.6	4.255	7.31	7.34	2.49	7.165	12.435	2.955	7.295	4.36	7.13	11.515	2.29	10.985	7.145	6.125
55	-3.135	3.885	2.655	10.445	10.51	5.265	10.475	4.3	2.345	9.505	9.585	2.275	5.35	2.63	10.595	1.46	3.44	1.025	1.24	11.63	2.975	1.805	11.17	9.18	1.34	3.065	7.165	12.175	11.485	0.895	9.525	11.51	4.145	11.27	5.22	3.905	-1.405	4.515	5.695	1.235	5.235	1.665	3.63	2.695	1.875	3.305	9.065	6.515
56	-1.43	6.245	3.33	11.965	10.585	5.905	9.175	7.455	4.125	11.315	7.55	4.925	6.06	4.455	6.805	1.705	2.96	0.164999999999999	2.065	9.955	3.645	1.43	11.815	11.895	2.535	4.605	6.14	12.415	9.39	5.18	13.17	12.43	4.135	5.71	7.245	3.17	3.57	8.525	8.56	0.585000000000001	5.41	5.18	6.56	8.065	2.76	6	8.615	7.125
57	-2.475	5.48	1.905	10.785	10.135	4.62	11.655	5.65	2.355	9.39	4.375	3.155	5.425	3.505	8.01	0.370000000000001	2.245	1.885	0.370000000000001	5.71	2.69	1.195	12.26	6.57	0.93	1.695	3.825	4.91	8.25	1.28	11.31	11.7	1.93	2.955	5.94	7.12	1.885	5.655	7.975	0.25	5.365	3.21	4.76	11.375	3.235	5.72	8.755	7.135
58	-1.195	10.86	4.415	13.18	12.9	7.23	8.985	6.37	5.03	14.735	8.015	5.19	11.9	6.46	8.555	3.38	4.695	5.695	2.96	9.89	6.35	2.43	13.555	14.735	3.63	5.36	8.575	7.77	11.46	13.215	10.515	14.31	5.3	5.775	8.365	10.235	5.195	8.685	8.255	3.41	8.275	8.41	7.11	13.67	2.62	13.115	8.795	8.66
59	0.904999999999999	8.865	6.57	13.655	13.755	8.31	10.075	10.325	7.595	13.82	10.225	6.38	12.125	8.865	10.985	3.675	6.265	2.915	3.015	10.26	5.055	3.02	13.5	11.54	3.43	1.495	5.175	7.375	13.115	10.995	14.035	13.565	6.395	6.22	10.515	7.35	3.62	8.765	10.06	1.565	11.3575	5.735	5.0375	14.315	1.4325	13.6125	9.3375	7.075
60	3.465	8.55	7.9725	13.4025	12.725	12.74	12.5	12.0825	7.24	12.97	12.87	6.71	8.275	12.78	7.87	3.05	4.655	4.355	6.095	12.285	5.94	5.13	13.29	13.385	4.79	8.165	8.095	13.255	13.435	12.765	11.75	11.67	9.825	13.39	8.425	14.395	10.76	10.58	9.95	6.975	9.38	6.14	7.015	15.24	6.085	13.81	14.255	9.25
61	-0.165000000000001	9.67	5.095	12.28	10.385	7.49	14.395	5.865	10.21	14.83	15.09	7.045	9.215	6.215	10.825	3.845	5.015	6.73	3.98	9.38	6.41	2.61	14.02	14.81	2.69	0.870000000000001	8.88	7.71	13.905	3.27	13.75	13.92	4.315	5.83	9.525	13.26	4.2	9.205	13.085	2.75	6.395	6.11	5.66	6.45	1.735	6.47	12.2	5.76
62	-3.12	9.575	2.655	13.01	11.815	7.995	13.155	7.885	6.515	12.715	10.255	6.19	10.435	6.8	10.94	5.03	4.87	3.425	2.685	13.32	4.355	2.17	13.02	14.445	2.7	4.27	4.625	6.615	11.175	9.665	10.945	14.73	5.025	4.27	6.65	6.76	2.9	6.99	9.655	1.33	7.66	5.92	5.47	12.275	1.975	9.445	8.06	6.295
63	-2.665	5.275	4.5	12.26	12.05	6.45	11.41	4.785	8.745	11.51	7.305	3.295	7.205	5.445	11.92	2.8	3.05	0.944999999999997	0.600000000000001	8.935	5.91	1.935	12.19	12.395	0.295000000000002	0.695	3.505	11.185	9.16	7.285	11.7	12.09	3.27	4.765	12.435	7.055	1.875	4.57	11.79	0.655000000000001	5.11	10.985	5.945	10.675	-0.685000000000002	5.565	6.575	4.915
64	-2.67	8.645	2.925	10.31	9.815	9.505	9.585	3.235	3.66	9.22	10.595	6.8	6.25	4.775	11.95	2.21	5.485	2.445	0.73	11.29	4.23	0.395	11.515	12.175	0.105	2.725	1.315	11.51	11.535	6.37	11.3	9.685	0.395	5.045	8.485	11.545	1.945	6.155	9.14	-2.235	5.135	3.355	0.804999999999996	11.525	1.39	6.615	8.93	5.505
65	0.235000000000003	7.705	6.965	11.805	10.895	5.475	10.68	8.375	6.29	11.295	7.845	4.945	5.35	2.105	9.085	3.945	5.895	0.82	3.835	11.895	3.815	1.965	12.36	12.415	3.52	3.47	6.66	12.43	11.835	6.5	9.235	7.84	5.36	6.355	13.96	3.545	3.61	6.3	11.6	1.395	7.71	4.63	4.695	12.465	1.405	4.34	5.145	5.115
66	1.285	9.43	11.655	11.2	9.905	3.69	10.345	9.795	6.715	11.075	10.87	5.76	6.905	6.225	7.36	3.96	6.33	3.355	5.41	11.2	4.04	3.155	11.675	11.62	4.26	4.48	6.98	11.7	11.53	11.245	11.67	12.66	6.335	6.915	12.405	7.51	6.775	9.23	9.13	2.805	7.345	6.19	13.295	13.375	3.325	9.99	9.695	9.83
67	0.930000000000001	9.97	6.085	13.36	12.46	9.355	13.405	7.14	8.13	13.36	7.665	8.09	5.635	9.465	14.34	5.77	7.07	2.05	4.925	10.495	6.45	2.84	15.005	13.46	6.29	4.055	7.895	14.31	9.67	14.815	14.335	14.235	6.555	5.385	14.105	8.03	7.065	14.44	7.17	2.99	8.35	4.675	6.155	13.63	4.795	9.085	13.56	10.125
68	0.854999999999999	7.07	6.355	13.495	11.955	9.81	14.095	7.44	6.335	14.275	8.795	6.635	6.895	7.585	9.085	3.96	6.175	0.9	3.77	8.29	5.75	0.474999999999998	13.305	8.275	5.405	4.585	7.005	6.035	13.295	9.66	10.455	12.96	4.08	8.925	8.78	6.545	7.0975	8.455	7.9875	2.865	7.6425	4.7825	4.4175	7.035	3.345	6.79	12.4625	7.9525
69	0.0549999999999997	7.05	3.47	12.0825	12.81	6.67	12.87	5.19	6.795	12.78	7.49	4.57	5.695	5.315	10.245	1.865	4.91	-0.960000000000003	3.18	13.385	5.05	2.445	13.665	10.735	5.015	3.525	5.2	6.66	9.615	9.61	12.535	14.395	4.65	4.35	8.36	7.315	-2.02	8.56	5.705	4.03	10.605	5.39	6.725	9.08	2.765	6.93	7.675	6.77
70	0.534999999999998	7.88	5.385	14.245	12.17	10.18	15.09	8.295	6.945	13.215	8.925	7.745	5.165	6.39	9.03	4.98	9.49	1.71	5.67	9.4	4.43	-1.13	15.92	11.04	3.695	3.52	5.77	9.43	10.635	11.19	13.835	13.26	3.95	5.965	8.935	6.86	0.764999999999999	7.24	7.29	0.530000000000001	6.115	2.16	4.12	11.26	0.68	7.295	3.635	7.39
71	-0.795000000000002	5.625	4.775	13.985	13.505	9.885	14.075	6.24	7.345	14.44	13	6.58	7.67	4.955	8.365	4.38	6.535	1.73	5.67	11.115	4.58	2.94	12.775	8.585	4.455	4.625	6.945	9.81	14.565	13.19	12.95	12.73	3.95	5.46	8.455	5.57	5.39	6.27	8.91	1.205	6.775	3.035	4.02	6.915	0.175000000000001	2.725	5.35	9.34
72	-0.569999999999999	6.14	3.12	12.095	8.975	6.2	9.185	6.405	6.365	11.825	7.04	5.24	5.88	4.075	8.19	2.005	5.4	0.615	2.9	5.905	3.575	0.615000000000002	11.795	7.165	4.1	1.555	4.14	4.67	10.49	7.695	8.215	7.445	3.295	1.77	5.27	8.365	2.93	10.985	11.275	-0.414999999999999	5.315	1.145	3.865	5.215	0.200000000000003	4.865	3.445	5.8
74	1.345	9.505	4.535	9.465	9.51	4.28	10.595	11.21	10.99	11.045	11.95	7.93	6.955	8.455	7.7	2.97	4.99	4.945	8.245	12.175	4.985	4.225	9.525	11.51	4.485	6.07	8.91	9.685	8.015	7.685	11.545	11.545	9.585	4.235	11.58	8.395	6.215	9.615	5.305	4.685	6.37	9.555	12.14	11.965	2.275	12.635	12.365	9.215
75	-2.085	4.885	4.67	11.145	11.19	6.685	11.295	4.485	5.15	9.895	9.825	5.105	4.785	5.38	8.055	2.005	4.045	0.285	1.84	12.415	4.21	1.17	13.17	7.82	2.515	1.65	3.915	4.76	9.12	8.175	12.3	8.135	3.55	3.95	11.6	5.195	3.96	6.56	6.315	1.335	6.725	1.33	5.375	4.705	-0.364999999999998	2.53	5.075	4.97
76	-0.234999999999999	4.69	6.335	9.795	10.985	5.735	10.87	4.63	11.795	11.585	10.64	5.62	6.45	6.685	10.46	2.11	3.33	2.335	3.395	11.62	5.17	1.71	11.31	8.93	3.71	4.055	5.54	12.66	12.005	10.525	10.875	6.6	9.145	4.01	8.9	11.375	4.005	12.3	8.675	4.055	8.725	5.91	12.815	13.18	3.64	6.9	12.895	10.08
