	alpha	beta	genescale
gene_111	0.1268437024299096	2.8247227086385216	10.154407667347543
gene_112	0.12471469278892892	1.661372746162798	1.3678501272620027
gene_113	0.16160814760552975	1.8646897619300693	12.779737644563545
gene_114	0.12694391897660365	2.089633447972619	12.52473605002284
gene_115	0.2939881134504285	1.2357801685904093	2.8357548936023615
gene_116	0.3342517462403493	2.579458929606293	1.7050364321210267
gene_117	0.3100078875191614	2.6704525345556918	3.1826851231330604
gene_118	0.12980006976617148	2.4430490587021505	2.7638151735549044
gene_119	0.210024161101156	2.260248277920869	1.4839858276677838
gene_120	0.2686093514106279	2.0269481380249847	1.6463885780915644
gene_121	0.27597116192870697	2.0010503483117548	0.4104868806410462
gene_122	0.1989204970195837	1.2077764854364548	5.741772937434697
gene_123	0.2379496342290784	1.9655486197337981	1.7279672171976406
gene_124	0.16920816488057067	1.9531182636709203	1.0761861245149866
gene_125	0.15805467212833296	2.812193328756002	1.267151879834835
gene_126	0.23998516519373286	2.4568204826633875	0.426952173540488
gene_127	0.2449350361857554	1.2345550072766087	1.0857108215389184
gene_128	0.18441907247696895	1.8187388314437278	0.8914746970658816
gene_129	0.2810695626024234	2.567571776989405	0.4564981656791355
gene_130	0.17623715561014594	3.3911636374929888	2.505397968228888
gene_131	0.35368184646849105	1.726805960204788	1.998796146804004
gene_132	0.20897930314036506	2.0246539446046885	0.22302158185068624
gene_133	0.210168346825896	2.2846084516131704	6.018797940516656
gene_134	0.190155357669163	1.6543047515627851	1.2605316270955378
gene_135	0.22796014353184	1.864171238503106	5.077199541918052
gene_136	0.14669290116744088	1.4511236489403303	0.8632548447807873
gene_137	0.3460149438558789	1.6829636329209192	0.20497752139480785
gene_138	0.4065218439847281	2.821091382586596	1.5113157172237266
gene_139	0.2262183650528332	2.5792333668183978	2.7453509621266314
gene_140	0.26374096028836	1.571930698016395	6.769007407330417
gene_141	0.2920289210539623	1.8168303126193677	2.8893483084483607
gene_142	0.2522726698434525	1.6923712355849088	3.9575989284493343
gene_143	0.3504642984206355	1.7196096939664005	0.99925069949408
gene_144	0.2456792264989945	2.381775288560096	0.660558166061697
gene_145	0.19513664891496907	3.0099218790292444	2.82717201715968
gene_146	0.1774801484697094	1.8260214731966475	3.3193579953367345
gene_147	0.21006003729765546	2.3382727259460045	0.8082634407328352
gene_148	0.18676243861971908	1.5220616080374891	1.6601452848104383
gene_149	0.153620497973897	2.04780500985286	0.692989508151058
gene_150	0.13077510927793784	2.5038487844587314	3.353459699573806
gene_151	0.21191983093574385	2.480361924827268	1.58101805770098
gene_152	0.13012554866144074	2.279401789126126	1.3241779921596106
gene_153	0.13168585856097265	3.3334215927092496	1.2766496136519272
gene_154	0.12975631714287278	1.745056888443344	2.9072545058555384
gene_155	0.13572212305002174	2.3517045304226034	4.832266261799575
gene_156	0.3008018662183718	2.9483219685357964	0.4525737107673177
gene_157	0.16761249720245647	1.9147762852014567	21.046144230329567
gene_158	0.13729385339983738	1.1838358347501972	2.9655015259267485
gene_159	0.20075973872509853	2.6696797576123785	2.0981425080212794
gene_160	0.12695569466568862	3.0178406000177387	0.27741510566358474
gene_161	0.15564003015078293	2.6429888647791397	2.6180015445038998
gene_162	0.3484278488031756	3.1100646959960465	0.8200556227896166
gene_163	0.10969047195401724	2.1536632103600333	2.8883179428697896
gene_164	0.14198082254324168	1.5421166881539827	8.023272712523992
gene_165	0.16799559443401316	2.5722285213377893	2.2869609922535887
gene_166	0.20579083061902145	2.130726224433033	3.2949106064243137
gene_167	0.11380691587285348	3.6152818465812864	2.6411405795074283
gene_168	0.20113003864499304	1.7211548685867093	23.827267988112446
gene_169	0.22431009049917566	1.70531834527237	1.5736323446099785
gene_170	0.21069538609112204	2.0644678580238707	1.3678028456292342
gene_171	0.2457731015608502	2.4794822688596616	3.4986171348882875
gene_172	0.1625103122308495	3.4377282328562204	0.3521376941364532
gene_173	0.24551413841517	1.3575466051820062	0.9750962146480484
gene_174	0.13201778081200768	2.8153072374175085	0.9019406205838678
gene_175	0.1915309129596305	4.683676184078097	2.3822110068503557
gene_176	0.19020678015316786	2.3146819490039645	13.8103539464841
gene_177	0.18573604072668154	1.514272891101646	2.071749091958336
gene_178	0.2413360439249517	2.1338320588399693	6.660634467293226
gene_179	0.1902430420088131	2.0646633163001282	1.8767409986005423
gene_180	0.2968934588516994	3.587089624354601	3.1019653738315363
gene_181	0.16755854780000778	2.5731180494549983	1.4786199050327746
gene_182	0.4171172124257427	2.1107547073695554	4.471149478801827
gene_183	0.22503788866015428	2.0040991882626518	2.6520000462483395
gene_184	0.2097865498342477	4.426837321945251	2.2061901397052903
gene_185	0.33425138751897554	2.6955785701786352	1.242886348334961
gene_186	0.2324458839197705	1.5803670549230986	4.219214753317987
gene_187	0.1232744579854878	2.6978351464729773	4.39886124152338
gene_188	0.17648202973473184	2.686755352029667	0.4876147878457108
gene_189	0.2056256734971832	2.6773481932817043	2.3070343060722416
gene_190	0.2600842782332545	1.8553156144191332	7.096208250327688
gene_191	0.1887370959771658	1.6146728607270118	5.990805589276206
gene_192	0.17561162088320026	1.8971096891400272	3.7209689994323374
gene_193	0.2285751846071931	2.565315251513149	2.5836095034754027
gene_194	0.2414888181423637	1.5793065571453937	2.8602744164127936
gene_195	0.17664166380399493	1.9582962402171007	1.8010789036260817
gene_196	0.24550680930441635	1.4406020585764538	1.5725051734313875
gene_197	0.2029365677491888	2.244012994246463	11.43652279685558
gene_198	0.14759767156181666	2.43780314727705	2.619771464854981
gene_199	0.15329266812951947	2.845012515504957	4.477073792633278
gene_200	0.1974470181707456	2.2817013876534027	0.9053582617418736
gene_201	0.2529058625571136	1.850482455967419	1.9292503234673144
gene_202	0.15558907616893095	1.562239428099035	6.099358059292494
gene_203	0.1439242153313411	1.2370975077435342	1.3398550984692803
gene_204	0.2422517458793224	2.2661092326142795	3.230618978675836
gene_205	0.1528435166316772	2.908526463188247	2.071730702095488
gene_206	0.3604678004023141	1.3753031266233997	1.3465260392951055
gene_207	0.2305244293021756	1.5555750265570865	0.7721140938721875
gene_208	0.15985878989680002	2.5806694400676875	3.0368601357097345
gene_209	0.15838799815497634	1.6191043922710808	8.526377252266471
gene_210	0.2123525238914596	2.2379046645191703	10.926224930164485
gene_211	0.18161586258599155	1.8805480546786644	1.6518365967068478
gene_212	0.15284063510514145	1.5680350765159408	2.909074829667725
gene_213	0.12589879083427222	2.1083941228169465	2.45363158555579
gene_214	0.2188493669256339	3.1257230194599472	13.068820133524842
gene_215	0.2388761622646681	2.8003035900204156	0.4936845033688345
gene_216	0.2430083795070204	2.7294334758765766	2.8902411120630913
gene_217	0.2814452668809321	1.1743742587780086	1.2784982300946484
gene_218	0.2872949787258972	1.844027178989304	4.172202252812422
gene_219	0.14333546411480416	3.871780872869051	13.806438641612846
gene_220	0.14247289487899262	1.6474500879239462	0.9526200574801242
gene_221	0.2528684154465474	1.9280151886113075	2.282820155724706
gene_222	0.13063324869955675	2.4109375770574903	1.5097636208023202
gene_223	0.2311422554922909	1.9385186189496435	0.6553677397737181
gene_224	0.13368272453159713	2.1850777115062407	2.485563733049565
gene_225	0.2127035080602707	1.5621751041110399	0.40811821771915213
gene_226	0.16324811324363842	3.1492281206576567	0.26566152245767793
gene_227	0.2362656999833268	1.710817409280406	3.407351048817305
gene_228	0.15094889659425606	1.8635447934790907	1.1248300832556948
gene_229	0.1294772836136301	3.708831043926669	7.3097035345469035
gene_230	0.18576946770554087	3.2324029032976878	0.813035849605352
gene_231	0.22083796557338067	1.640849808304654	0.7993790277100076
gene_232	0.30523895684213337	2.872984040695292	1.8270043083727256
gene_233	0.19984421307871456	2.3451974754549934	8.077165979107276
gene_234	0.2745958724243875	1.993445907731315	2.4685354415093306
gene_235	0.15844213162462292	2.0794694193465824	1.9258994573271608
gene_236	0.1819724112618919	1.767978095526683	6.386170537413612
gene_237	0.17723463366186076	1.2830505337103963	14.853273230947998
gene_238	0.21537954736520504	1.4524024271781328	2.360240314486437
gene_239	0.3138053345563151	2.6581423775588173	4.9492706429944535
gene_240	0.14395038098358726	2.070721213541536	1.8902822534520665
gene_241	0.2107000025795661	1.8290943340927812	4.929722565386946
gene_242	0.19655575318516788	2.0171400271322018	0.6981437331631315
gene_243	0.2328601893078719	2.421789942546761	1.6198464207304892
gene_244	0.2432743275098213	2.390509632130801	1.8483525465905244
gene_245	0.20712678758723396	1.8393606078781328	0.8025537344956568
gene_246	0.3009809677554457	3.257217375861162	11.823816330290166
gene_247	0.23756710918223795	2.8932272999973683	6.1978432856827315
gene_248	0.2791050861296114	1.6454280465589473	1.1702062917034586
gene_249	0.2273763794599443	2.590046161025408	4.112608821699642
gene_250	0.23357592352196846	1.9260040317827556	2.024562663978546
gene_251	0.20120377054153127	1.8830971889123007	1.493183915675148
gene_252	0.2151684606212416	3.40975885873171	0.9459711393883316
gene_253	0.21047266140774634	1.8725481912701916	6.724316710147746
gene_254	0.18933874372061504	1.803568430631248	2.2192688886569805
gene_255	0.16120854112471647	1.4226664074749604	1.4608018167299075
gene_256	0.23344200964949666	1.446413840275829	5.541239949952601
gene_257	0.1363060005721091	1.7016159636357466	5.34357861685106
gene_258	0.20922671369131826	1.2428867290097567	0.8143493114456435
gene_259	0.1232396427225724	1.6610013435160351	25.892926638964443
gene_260	0.06663541380029056	1.7971309713665613	0.8419438490328176
gene_261	0.14447584960834303	1.93391424427384	4.811397644795097
gene_262	0.19510158252544785	1.5877981141887216	5.446189400401551
gene_263	0.1743386306734091	1.511057335715333	1.0539497694784
gene_264	0.18829114939313135	1.4490120561707371	5.432184802275867
gene_265	0.09793733782862947	3.376425642430257	4.001781910561694
gene_266	0.29660625003338426	2.3469405471123035	0.11599280431298856
gene_267	0.1783260303640551	4.38650237298346	1.8015742726918569
gene_268	0.17673159232328153	1.0906315525371515	0.5686658805220227
gene_269	0.182871506706162	1.232200099141834	1.9271706489032017
gene_270	0.20843484939893692	2.24255156357774	0.8833313828155634
gene_271	0.1680278926450103	4.768202469778379	1.0765296904405317
gene_272	0.1794206047976047	2.173301357716647	3.6958833438282914
gene_273	0.2604584330671565	1.1219216206353222	0.6215301099750832
gene_274	0.19418327631968654	2.531362205076084	1.8427702163233983
gene_275	0.1872649677222563	1.395722877277242	2.2132817187116616
gene_276	0.1219586366086136	1.6035545130032365	1.3804850619051303
gene_277	0.25414948769535456	2.6002013056317392	4.8138975731338585
gene_278	0.20293609355532924	2.8032164354443587	0.5937868979796884
gene_279	0.32618119253613514	1.819382901107012	1.4299920040089449
gene_280	0.17079997989961102	2.4753706490725595	14.332354511186635
gene_281	0.2306758728349385	2.6316599900435382	1.4622835174015345
gene_282	0.2348968005556505	1.836018622135397	20.98968435203137
gene_283	0.2277782878407431	1.5686730437559224	3.238203607172837
gene_284	0.1857364231218324	1.9105060589285612	0.5098897939140524
gene_285	0.2520270640118322	3.541013645752037	3.0674711877875462
gene_286	0.18288199278009945	1.8185918919383492	6.0231401797596655
gene_287	0.2255034428797679	2.6994170749051905	0.9527203625814946
gene_288	0.13054105590423784	1.5900884678982683	3.6541026346759455
gene_289	0.22346726134246392	1.9435483284065744	18.523515309808637
gene_290	0.2485303259621919	2.1873698308266047	5.0823409157723605
gene_291	0.1916866962977473	2.191366597539002	2.3038064671025604
gene_292	0.1935569443989313	1.7911153990507944	1.3741958937927508
gene_293	0.12689661281280826	2.2171951810050405	1.9789807397496344
gene_294	0.15600686418307216	2.3225480197042754	0.7670135509237049
gene_295	0.1942273242462026	2.7998236342608616	0.925682105792452
gene_296	0.2581129183139202	1.6152793419542464	0.994262186028489
gene_297	0.24136034133183465	2.0173652495010344	1.1896215680152613
gene_298	0.17568806852297333	2.1681007605897333	1.6215246406164658
gene_299	0.1858182104947832	1.1196538532238354	1.5005203301061207
gene_300	0.12995572888051682	2.532285098279245	2.410428581716514
gene_301	0.1776244076084697	2.1528418912348366	1.1685843125447315
gene_302	0.2617279072134021	1.9979235924020984	2.0823588806376234
gene_303	0.2647654488221859	2.2174617826344667	5.699029648106282
gene_304	0.24127493442482656	1.2901161545586983	3.2892950749817995
gene_305	0.12344936512281787	1.4605756712503992	10.925810597738774
gene_306	0.1707912218850485	1.74620162446962	0.6149846780206214
gene_307	0.1950862683279986	2.1319112931342743	3.300915922265209
gene_308	0.2650120750268905	2.214547430516787	0.8624373760385317
gene_309	0.4444073602953851	3.702049735016367	4.871400061049936
gene_310	0.14628306246257206	3.2479215232217524	1.7750627050720087
gene_311	0.23621881332876624	1.9468023391327087	0.8401293249110198
gene_312	0.3015151125652301	1.3139972487365326	0.4678998848873225
gene_313	0.1412530333391583	3.069154968940313	2.9988335928996626
gene_314	0.18218937500412796	3.9751249839083145	3.418456863941816
gene_315	0.2792508772472649	1.5144071363992764	3.7571548863997126
gene_316	0.2325365015172437	3.296081769278292	1.747088845414691
gene_317	0.17727781477517612	2.6736651965283595	0.2559110767676745
gene_318	0.2363768359825733	1.4469776918836708	1.6800269925677311
gene_319	0.2061583903385551	1.6773103957582745	9.267153470973641
gene_320	0.2625791375983671	1.9525983187760223	4.761338617229974
gene_321	0.1931686976847108	2.342374185764309	1.0407671749018688
gene_322	0.190107503785525	1.039834500211807	3.2537460071748345
gene_323	0.19942949661158133	2.0159864344770138	9.300158183063012
gene_324	0.1981711045973467	1.3477954735875328	3.345831346350839
gene_325	0.2308875893789043	2.3032065986362644	2.3221713806910733
gene_326	0.1872909242214316	1.6607979177943732	7.569552807951088
gene_327	0.13355340929587675	1.5164489685112434	5.201783371890888
gene_328	0.25770874217655204	1.486649590869489	5.270638967315901
gene_329	0.30585087667161465	2.2816390087585297	1.63987223355318
gene_330	0.11489925935884142	2.378446032419733	2.132653433451726
gene_331	0.2324202013055291	1.7059535309959404	1.3103742017733364
gene_332	0.2502691912772832	2.077455913188072	0.464807779083528
gene_333	0.15565138008986773	3.173107012132247	11.424856729429868
gene_334	0.32356895103143074	1.855951737857004	1.00606183382191
gene_335	0.14532796131477407	1.9194143984638223	1.5992800538283851
gene_336	0.13698947442736367	2.3275963515805467	3.718582777081021
gene_337	0.16035211699119992	1.545890058818817	3.4797337195691043
gene_338	0.2927159387970873	3.096112453352641	1.7903432835397086
gene_339	0.21784460901896965	1.408048389381259	1.0413988500004987
gene_340	0.2840704033476713	1.4031708957012654	1.202356435743165
gene_341	0.14961681777578986	3.049748700985415	1.1302039823505874
gene_342	0.31819411923409496	1.5061755286876055	1.6668303703858405
gene_343	0.2905505692541556	1.54717691471597	2.1103407582794182
gene_344	0.2297948966374731	2.0208573943413626	1.8258761981584544
gene_345	0.23475796463990925	3.1481502690076675	2.678591165410234
gene_346	0.11952391811030902	1.5196108242162472	1.1581951235129888
gene_347	0.24421154208767445	1.9727360208308335	3.9016885333914577
gene_348	0.24637926909114646	2.4643342716359715	12.917445902743461
gene_349	0.29269047357105515	1.7914514770175665	2.7318770115995687
gene_350	0.155044040881629	1.6097219381315164	2.4098186417149403
gene_351	0.12822826848076366	2.139394006828626	0.4826176529752953
gene_352	0.31073732255634096	1.2535038163304886	1.5097470060689628
gene_353	0.25389957784034617	2.813951252871608	6.321433041664928
gene_354	0.2673934701361417	1.5409024921254055	1.1240507793153214
gene_355	0.21478612223374174	2.2755195467338587	2.9144776903277796
gene_356	0.17041639012332266	2.620265140231736	0.9188076680930564
gene_357	0.1644335880493634	1.2163675887233176	1.9701478117857516
gene_358	0.19876934850272016	1.5633899115714038	12.847741058707427
gene_359	0.3255108041370638	2.3260346759121346	2.1701020510931848
gene_360	0.2379152460888897	1.2144984770477691	0.4293173789896476
gene_361	0.1890500236458129	1.790852792067959	1.9418824668020231
gene_362	0.22321198414547694	1.3786763185184634	2.024240496043278
gene_363	0.15194697079650382	2.8484194665353813	2.2386206971000115
gene_364	0.14523335539962645	1.9935893712071515	6.370842351735438
gene_365	0.15214865280496845	1.9184354180652368	5.045454255292835
gene_366	0.10995523525350964	3.9830641879616935	0.3206585807446644
gene_367	0.3037842602578484	3.3869704164738708	2.8968688464367185
gene_368	0.3413482678577168	1.9873017560899335	3.5791920662503336
gene_369	0.220454453656944	1.6724443777457565	6.421518391869322
gene_370	0.20032903712475147	2.8953155215963617	3.164080662889462
gene_371	0.14227480875439946	2.7711307107136744	2.280662024539482
gene_372	0.2188124504124749	2.452260470387751	4.790060265613934
gene_373	0.14435201145963966	1.2469944219443656	4.441542070114951
gene_374	0.16310546253702482	2.020119625640172	0.6335918963517871
gene_375	0.20656993579721644	2.251622083859054	1.9918058298996644
gene_376	0.29072243119847196	2.8028226092141413	0.7596459035380418
gene_377	0.2529239990409699	2.2476177726454543	5.8125644129748135
gene_378	0.2357782752027893	1.8175724010131813	6.238997952882088
gene_379	0.14042252348013978	1.8357577368550233	2.4968823171315724
gene_380	0.1431022090099687	1.7727372953193172	1.2083728175448183
gene_381	0.1696724020949575	2.167893570060932	2.8081506371922007
gene_382	0.27926397474816794	2.1526987061647067	2.718785715243048
gene_383	0.16301309680092615	1.4442608486772677	0.37513640435512297
gene_384	0.18682226379906788	1.3413854842583148	1.8731932891038616
gene_385	0.16827670276791296	1.1217427243275515	0.6621479340656482
gene_386	0.2460984270990393	2.1209255930008424	4.840808724006188
gene_387	0.14404451037792027	2.3204757659117083	0.609549598613619
gene_388	0.14771245498168695	3.3450494319573396	0.7615280796668368
gene_389	0.149260218874276	1.6278515469441823	0.3511937702701527
gene_390	0.17882630336871594	1.7900918750998558	6.4172391058298555
gene_391	0.20688217122087446	3.2741055300729625	2.474031770264878
gene_392	0.23593217482967174	1.1453579889952006	9.401467604450184
gene_393	0.15917276081274978	1.7494566112479983	5.5836584932789775
gene_394	0.2594555861789492	1.3278141803525354	2.6633175410794387
gene_395	0.2598797796914374	1.7453127468182963	7.143388993649197
gene_396	0.2330719864192368	1.7189708154261831	7.452204956369218
gene_397	0.21278703867894155	1.4489691946011805	2.2932844354158703
gene_398	0.32881882996859235	1.6242173044839616	1.073550484890278
gene_399	0.1609544049704719	1.6716438415517718	4.063231149259432
gene_400	0.2194763045953512	2.0855904525515143	7.474366645828117
gene_401	0.16014906985586866	1.0976902672431692	3.582849160978857
gene_402	0.2596785286877386	2.1434388082317244	1.1339191534302842
gene_403	0.2451837448028937	2.8165452483286737	0.7937256815384314
gene_404	0.19744389584406624	2.328685974784074	8.715466027984537
gene_405	0.15919189926273608	1.5196908119006214	6.321076796663178
gene_406	0.16664367559113435	1.48108306361187	1.2319880113585169
gene_407	0.18596506642968486	2.5763122201891004	5.5155688765376265
gene_408	0.2225068859315228	2.3545300372970384	0.4851037904652995
gene_409	0.15780287152694758	1.9138678932673436	0.4394117921353661
gene_410	0.14617161629320016	2.5960528711509943	1.0604533406535894
gene_411	0.2301956533392044	3.1938424327663903	1.7869356539836032
gene_412	0.1463502723614178	1.8675973863048076	9.230353646199084
gene_413	0.17293653354852265	4.010136034795687	8.019531865372247
gene_414	0.32344785685309463	2.206677126835999	0.9501128132523438
gene_415	0.2249926192536072	1.6671761134377991	2.2276034077191422
gene_416	0.2004463213469556	2.1972185676226017	0.7426035874878684
gene_417	0.18271114909227196	1.9010845880748888	2.7488111887504028
gene_418	0.2616111663970619	2.9476424605596563	2.366788273366645
gene_419	0.1378435536341977	1.6233506705542369	5.979089462968264
gene_420	0.4152292106005518	2.6345379750066518	10.75724194294111
gene_421	0.33332362795344084	2.3510432018269696	5.356571197954511
gene_422	0.1205498989513806	2.813646962535317	2.134739617151532
gene_423	0.2215331930102479	2.486463983548993	4.687955684164823
gene_424	0.10265293558735587	1.73159398096144	3.885857214428879
gene_425	0.13841286063037053	1.4090932682134631	2.809547532037961
gene_426	0.14263744050656066	1.851049885558832	0.566665623359316
gene_427	0.2640866583613133	1.9575099252174375	1.2565857652991383
gene_428	0.26833878645583464	2.7996547394472557	1.2187113778577938
gene_429	0.4226177065303049	1.8592581906755865	1.4631402844898038
gene_430	0.18625055441564148	1.4023079042050433	3.6841807095571535
gene_431	0.2655248280624898	2.190363843153501	12.253776185342574
gene_432	0.15912938695199472	1.874714660653538	0.43160695558128215
gene_433	0.2602350432854797	1.4309521106535636	0.3149602816062458
gene_434	0.2259490243048395	2.1057002849016806	1.352696697934751
gene_435	0.22197045643139807	1.982919258727276	1.8445527200408285
gene_436	0.12022179263531453	2.2995724374246147	0.3838075955771578
gene_437	0.2970741478484295	1.8289252092276584	26.55507530610829
gene_438	0.20428278833886704	1.6633273652405711	0.7045728411739233
gene_439	0.2769902132788956	1.955077992753938	1.3157917929014695
gene_440	0.1550953462727276	1.7703900615844856	0.774482837288926
gene_441	0.4112870269195104	1.7778446009569429	0.5046626678225424
gene_442	0.219196368275904	1.573730208154469	0.6224989528791861
gene_443	0.14906298911655882	2.470160708207888	1.8022994263635437
gene_444	0.14334673600093284	2.1613969276227354	3.5414802667682617
gene_445	0.16499673688687982	2.277736599483359	1.8876787610721573
gene_446	0.17760454757840333	1.9467157971550428	0.9708617257795712
