	pseudotime	branches	scalings
cell_59	14.0	0.0	0.32859121357126475
cell_60	15.0	0.0	0.7588205963493532
cell_61	15.0	0.0	0.37640078066606575
cell_62	15.0	0.0	1.53652867698881
cell_63	15.0	0.0	1.4094726062701
cell_64	16.0	0.0	0.14422264510713623
cell_65	16.0	0.0	1.4160555789406832
cell_66	16.0	0.0	2.859773650903721
cell_67	16.0	0.0	1.8177173122493644
cell_68	17.0	0.0	0.8842324367662548
cell_69	17.0	0.0	0.9208749822927949
cell_70	17.0	0.0	5.192260994806411
cell_71	17.0	0.0	1.2826443220730317
cell_72	18.0	0.0	0.521929404095918
cell_73	18.0	0.0	2.736920410179127
cell_74	18.0	0.0	0.9476813536514107
cell_75	18.0	0.0	1.1931171189719663
cell_76	19.0	0.0	0.8411403453231594
cell_77	19.0	0.0	0.591804602083768
cell_78	19.0	0.0	0.3017964118717189
cell_79	19.0	0.0	1.3933168315107587
cell_80	20.0	0.0	0.23711248246744845
cell_81	20.0	0.0	0.6077039905990079
cell_82	20.0	0.0	0.9211598546248299
cell_83	20.0	0.0	2.0113982559852883
cell_84	21.0	0.0	5.854994299889779
cell_85	21.0	0.0	4.565118632430884
cell_86	21.0	0.0	1.6001441480821104
cell_87	21.0	0.0	1.4923420544808315
cell_88	22.0	0.0	1.5733011261727863
cell_89	22.0	0.0	0.7749277012610187
cell_90	22.0	0.0	3.6508672279390737
cell_91	22.0	0.0	2.6768126339416596
cell_92	23.0	0.0	0.6007216611214244
cell_93	23.0	0.0	0.8211500829625306
cell_94	23.0	0.0	0.9336059755624201
cell_95	23.0	0.0	0.34699365755851375
cell_96	24.0	0.0	2.8496578486564705
cell_97	24.0	0.0	0.6883961384849286
cell_98	24.0	0.0	0.9268432443029281
cell_99	24.0	0.0	1.4190277210782278
cell_100	25.0	0.0	1.067834466799057
cell_101	25.0	0.0	2.3529398436123308
cell_102	25.0	0.0	1.6517798690428211
cell_103	25.0	0.0	0.5971925105092192
cell_104	26.0	0.0	3.305356294761347
cell_105	26.0	0.0	1.318624010633646
cell_106	26.0	0.0	0.42249573827291637
cell_107	26.0	0.0	0.39971951546541196
cell_108	27.0	0.0	1.2569947984025316
cell_109	27.0	0.0	0.6281624547504736
cell_110	27.0	0.0	1.3914687227820464
cell_111	27.0	0.0	1.3250075959336591
cell_112	28.0	0.0	0.5660643578131969
cell_113	28.0	0.0	3.6113798651297238
cell_114	28.0	0.0	1.3805057208581684
cell_115	28.0	0.0	2.377752324348597
cell_116	29.0	0.0	0.5571368706816351
cell_117	29.0	0.0	0.9582150502865515
cell_118	29.0	0.0	2.04229348711369
cell_119	29.0	0.0	5.309620421152254
cell_120	30.0	0.0	0.3862108641871776
cell_121	30.0	0.0	1.41191862618071
cell_122	30.0	0.0	0.49949170318377595
cell_123	30.0	0.0	0.7502102498739017
cell_124	31.0	0.0	0.3529952882791075
cell_125	31.0	0.0	0.7471820044646001
cell_126	31.0	0.0	1.4717770579119365
cell_127	31.0	0.0	4.455526337116636
cell_128	32.0	0.0	0.49632359114813673
cell_129	32.0	0.0	0.697257455924706
cell_130	32.0	0.0	0.35505122259701244
cell_131	32.0	0.0	0.8200742460480073
cell_132	33.0	0.0	0.2988455297088454
cell_133	33.0	0.0	3.8192461064723098
cell_134	33.0	0.0	0.592642383887956
cell_135	33.0	0.0	1.115100719187988
cell_136	34.0	0.0	1.8259873031106906
cell_137	34.0	0.0	2.277901822908563
cell_138	34.0	0.0	0.7765465202615408
cell_139	34.0	0.0	0.3905610748631797
cell_140	35.0	0.0	0.5053447818564982
cell_141	35.0	0.0	3.247328696584416
cell_142	35.0	0.0	1.4740197186896244
cell_143	35.0	0.0	1.447296806186361
cell_144	36.0	0.0	0.5037505115334272
cell_145	36.0	0.0	0.8715552383655074
cell_146	36.0	0.0	0.9665945020283342
cell_147	36.0	0.0	2.2870747163289216
cell_148	37.0	0.0	1.7237970582368847
cell_149	37.0	0.0	0.5836637264029069
cell_150	37.0	0.0	1.2500839236743988
cell_151	37.0	0.0	0.9665361236807757
cell_152	38.0	0.0	0.6578605662987368
cell_153	38.0	0.0	1.3512416042760151
cell_154	38.0	0.0	1.0969935403004067
cell_155	38.0	0.0	1.9762488863560221
cell_156	39.0	0.0	1.2107932656390166
cell_157	39.0	0.0	1.3038570213350733
cell_158	39.0	0.0	0.4132854331875208
cell_159	39.0	0.0	0.9422386780049815
cell_160	40.0	0.0	1.1806128730111374
cell_161	40.0	0.0	2.569721632386156
cell_162	40.0	0.0	0.4879243913553842
cell_163	40.0	0.0	0.80830960211711
cell_164	41.0	0.0	0.44396349611298314
cell_165	41.0	0.0	0.6733255069828336
cell_166	41.0	0.0	0.6576969410338137
cell_167	41.0	0.0	0.32924425489699544
cell_168	42.0	0.0	1.4106211183976631
cell_169	42.0	0.0	0.3109461586498615
cell_170	42.0	0.0	4.439753139030238
cell_171	42.0	0.0	0.9225627251835551
cell_172	43.0	0.0	0.3620688953410024
cell_173	43.0	0.0	0.2840567259229513
cell_174	43.0	0.0	1.2522511867311412
cell_175	43.0	0.0	3.435509166242833
cell_176	44.0	0.0	1.0761808860243371
cell_177	44.0	0.0	0.4985335015128247
cell_178	44.0	0.0	4.228170042988407
cell_179	44.0	0.0	0.22150470403431174
cell_180	45.0	0.0	1.1872301370024438
cell_181	45.0	0.0	0.24702344777649032
cell_182	45.0	0.0	0.3173966636422012
cell_183	45.0	0.0	4.658232952409566
cell_184	46.0	0.0	2.0168210989445043
cell_185	46.0	0.0	0.31172353483285664
cell_186	46.0	0.0	1.8898459009336182
cell_187	46.0	0.0	0.2123664219244185
cell_188	47.0	0.0	1.0607925160636253
cell_189	47.0	0.0	0.6502199651760502
cell_190	47.0	0.0	0.7226606338659026
cell_191	47.0	0.0	0.46964127977264813
cell_192	48.0	0.0	2.7043643627175222
cell_193	48.0	0.0	1.226378156002179
cell_194	48.0	0.0	1.162550393539788
cell_195	48.0	0.0	2.062504783201116
cell_196	49.0	0.0	1.490758658536731
cell_197	49.0	0.0	0.2967154164950302
cell_198	49.0	0.0	1.6080067829080904
cell_199	49.0	0.0	0.4517215898756002
cell_200	50.0	1.0	0.23773950374627714
cell_201	50.0	1.0	0.43114596849361136
cell_202	50.0	1.0	1.387522880677305
cell_203	50.0	1.0	0.767013989321973
cell_204	51.0	1.0	1.9883008338214263
cell_205	51.0	1.0	0.8709696614909039
cell_206	51.0	1.0	0.6098719234906747
cell_207	51.0	1.0	0.29231671887052485
cell_208	52.0	1.0	1.1710831891412963
cell_209	52.0	1.0	2.6409534706628532
cell_210	52.0	1.0	0.49170607594255933
cell_211	52.0	1.0	1.4982448772755734
cell_212	53.0	1.0	0.6131959691979931
cell_213	53.0	1.0	0.8343985357689064
cell_214	53.0	1.0	0.46846977445747034
cell_215	53.0	1.0	1.2686765515409706
cell_216	54.0	1.0	4.672491833882021
cell_217	54.0	1.0	1.7812410605768776
cell_218	54.0	1.0	0.47438767479339483
cell_219	54.0	1.0	0.33816486601999846
cell_220	55.0	1.0	0.9378750369343173
cell_221	55.0	1.0	1.1390517751503648
cell_222	55.0	1.0	1.2669253538916392
cell_223	55.0	1.0	0.68416876150633
cell_224	56.0	1.0	0.506431941347082
cell_225	56.0	1.0	0.5459233411539943
cell_226	56.0	1.0	0.736122779313228
cell_227	56.0	1.0	0.36024585311575
cell_228	57.0	1.0	0.7036579151740262
cell_229	57.0	1.0	1.5920880019989587
cell_230	57.0	1.0	0.8627061594614236
cell_231	57.0	1.0	0.5730239892030203
cell_232	58.0	1.0	0.6479095603943545
cell_233	58.0	1.0	0.3430828318315684
cell_234	58.0	1.0	1.952337535936171
cell_235	58.0	1.0	0.3076595733572731
cell_236	59.0	1.0	1.3449578396879625
cell_237	59.0	1.0	0.6964272588991831
cell_238	59.0	1.0	0.9217613999226981
cell_239	59.0	1.0	0.6192343618627639
cell_240	60.0	1.0	1.6034944827794653
cell_241	60.0	1.0	1.2542860160921954
cell_242	60.0	1.0	1.5084402684226061
cell_243	60.0	1.0	4.13461771192622
cell_244	61.0	1.0	0.49440561134799826
cell_245	61.0	1.0	1.4807006247684367
cell_246	61.0	1.0	3.2892974557274024
cell_247	61.0	1.0	1.5787362863181538
cell_248	62.0	1.0	0.6612082058439347
cell_249	62.0	1.0	0.6089774185712313
cell_250	62.0	1.0	1.9691832908160944
cell_251	62.0	1.0	1.0664615308567922
cell_252	63.0	1.0	0.5057716890319381
cell_253	63.0	1.0	4.365924544768665
cell_254	63.0	1.0	1.8490126800110722
cell_255	63.0	1.0	0.5105349277512691
cell_256	64.0	1.0	1.3575406268189212
cell_257	64.0	1.0	2.7219483470407106
cell_258	64.0	1.0	0.7779034598379935
cell_259	64.0	1.0	0.3905234965521465
cell_260	65.0	1.0	2.120702525449414
cell_261	65.0	1.0	0.5339633365953298
cell_262	65.0	1.0	1.8840555758505266
cell_263	65.0	1.0	0.7921720876428108
cell_264	66.0	1.0	0.3706088499832306
cell_265	66.0	1.0	0.8994729028081663
cell_266	66.0	1.0	4.071372120228509
cell_267	66.0	1.0	2.143240700004621
cell_268	67.0	1.0	1.2911936583240706
cell_269	67.0	1.0	1.2398392078344456
cell_270	67.0	1.0	0.8940279417427887
cell_271	67.0	1.0	0.3399486277893663
cell_272	68.0	1.0	0.17351336992253172
cell_273	68.0	1.0	0.66748317871555
cell_274	68.0	1.0	0.2571327225761049
cell_275	68.0	1.0	0.7864483817717187
cell_276	69.0	1.0	0.4789418516068795
cell_277	69.0	1.0	0.7278149518734442
cell_278	69.0	1.0	2.944432519791419
cell_279	69.0	1.0	0.19064734167722525
cell_280	70.0	1.0	0.378425835831512
cell_281	70.0	1.0	2.6821906909004705
cell_282	70.0	1.0	1.8846856443146869
cell_283	70.0	1.0	0.3569888774178543
cell_284	71.0	1.0	0.2450310694946479
cell_285	71.0	1.0	0.10734750537520994
cell_286	71.0	1.0	2.8298641026909097
cell_287	71.0	1.0	1.326338118158738
cell_288	72.0	1.0	1.0829540219116531
cell_289	72.0	1.0	2.03367955020715
cell_290	72.0	1.0	0.784976510967066
cell_291	72.0	1.0	0.2969385301808367
cell_292	73.0	1.0	1.1280276886466167
cell_293	73.0	1.0	1.1021411725673937
cell_294	73.0	1.0	1.2038256561191487
cell_295	73.0	1.0	2.096493906740251
cell_296	74.0	1.0	0.9523830360517719
cell_297	74.0	1.0	0.5913694264483478
cell_298	74.0	1.0	0.47501649949344865
cell_299	74.0	1.0	0.46691977086173675
cell_300	75.0	1.0	1.4376836593278428
cell_301	75.0	1.0	4.281382917808993
cell_302	75.0	1.0	0.544535366808795
cell_303	75.0	1.0	1.3966361912099223
cell_304	76.0	1.0	0.7822273957870106
cell_305	76.0	1.0	0.5919977072628759
cell_306	76.0	1.0	1.7414285805238865
cell_307	76.0	1.0	1.1291986022509786
cell_308	77.0	1.0	0.7919002941311111
cell_309	77.0	1.0	1.1428037133129505
cell_310	77.0	1.0	0.19416415852776345
cell_311	77.0	1.0	0.8465170068694109
cell_312	78.0	1.0	2.2362125727673487
cell_313	78.0	1.0	0.23324437725903402
cell_314	78.0	1.0	2.8518146827831763
cell_315	78.0	1.0	0.3010541998862005
cell_316	79.0	1.0	0.34044259673960614
cell_317	79.0	1.0	4.325718765535335
cell_318	79.0	1.0	1.554173244301638
cell_319	79.0	1.0	0.8567931080293069
cell_320	80.0	1.0	0.8279413789929321
cell_321	80.0	1.0	1.032944461336635
cell_322	80.0	1.0	1.1881921513786773
cell_323	80.0	1.0	0.7306424405225411
cell_324	81.0	1.0	0.713589369294757
cell_325	81.0	1.0	2.7443173914416894
cell_326	81.0	1.0	0.9747232432859858
cell_327	81.0	1.0	0.5804859497517901
cell_328	82.0	1.0	0.4198074557053507
cell_329	82.0	1.0	1.0115391694576943
cell_330	82.0	1.0	2.137890574309902
cell_331	82.0	1.0	0.41033659920150733
cell_332	83.0	1.0	0.4970639871723356
cell_333	83.0	1.0	0.7894697327480413
cell_334	83.0	1.0	1.7647050895243586
cell_335	83.0	1.0	2.3140460979865676
cell_336	84.0	1.0	0.5304650364264238
cell_337	84.0	1.0	0.4751507578969828
cell_338	84.0	1.0	1.738252357552871
cell_339	84.0	1.0	0.5349704157279943
cell_340	85.0	1.0	2.7806711960427504
cell_341	85.0	1.0	0.9461202056483126
cell_342	85.0	1.0	0.5357754873027613
cell_343	85.0	1.0	1.5458266172683284
cell_344	86.0	1.0	0.6374154884428955
cell_345	86.0	1.0	0.4648550370266035
cell_346	86.0	1.0	0.5412576680185975
cell_347	86.0	1.0	0.5483758887487731
cell_348	87.0	1.0	0.9106380758026699
cell_349	87.0	1.0	0.9307501229170506
cell_350	87.0	1.0	0.47881916159716764
cell_351	87.0	1.0	1.3315839303618886
cell_352	88.0	1.0	1.519626883454717
cell_353	88.0	1.0	0.9608109448033587
cell_354	88.0	1.0	0.7839757360734623
cell_355	88.0	1.0	0.41466785365875036
cell_356	89.0	1.0	0.466925935327329
cell_357	89.0	1.0	3.2331853821552516
cell_358	89.0	1.0	1.3949117154554926
cell_359	89.0	1.0	0.8960317034417906
cell_360	90.0	1.0	0.4932933953885998
cell_361	90.0	1.0	1.0439718676231498
cell_362	90.0	1.0	2.595694612478259
cell_363	90.0	1.0	3.8852358096686186
cell_364	91.0	1.0	0.8145947899578574
cell_365	91.0	1.0	1.3384122884696488
cell_366	91.0	1.0	10.987038537600185
cell_367	91.0	1.0	1.7690880377588742
cell_368	92.0	1.0	0.34437243658923744
cell_369	92.0	1.0	2.077829587254817
cell_370	92.0	1.0	0.5593852045903661
cell_371	92.0	1.0	1.8818373735528433
cell_372	93.0	1.0	1.8717884700134217
cell_373	93.0	1.0	2.5905219890449755
cell_374	93.0	1.0	0.6097570589054628
cell_375	93.0	1.0	0.5283720090958087
cell_376	94.0	1.0	3.199019112687194
cell_377	94.0	1.0	0.6300830505608115
cell_378	94.0	1.0	1.116815209091535
cell_379	94.0	1.0	0.36355178725192555
cell_380	95.0	1.0	0.968327111794108
cell_381	95.0	1.0	1.2169520372981195
cell_382	95.0	1.0	3.2468489244466405
cell_383	95.0	1.0	0.7344638138147147
cell_384	96.0	1.0	2.1509673995058654
cell_385	96.0	1.0	2.4368392481910237
cell_386	96.0	1.0	1.7110288701550054
cell_387	96.0	1.0	3.5339526599884876
cell_388	97.0	1.0	0.2583523134127441
cell_389	97.0	1.0	0.3739865502936998
cell_390	97.0	1.0	1.2560647283928918
cell_391	97.0	1.0	1.383071716256559
cell_392	98.0	1.0	0.8666874353473599
cell_393	98.0	1.0	2.854860755365625
cell_394	98.0	1.0	1.3295313871756975
cell_395	98.0	1.0	0.369618126643493
cell_396	99.0	1.0	1.9680365642023259
cell_397	99.0	1.0	1.5371016258932353
cell_398	99.0	1.0	3.136246644637125
cell_399	99.0	1.0	5.156659263898894
cell_400	50.0	2.0	1.0968940588395255
cell_401	50.0	2.0	1.4855894813256827
cell_402	50.0	2.0	3.4592059073419352
cell_403	50.0	2.0	0.4754731816472553
cell_404	51.0	2.0	1.446441266190675
cell_405	51.0	2.0	0.3916032185490321
cell_406	51.0	2.0	0.2884118725601972
cell_407	51.0	2.0	0.9597187578930465
cell_408	52.0	2.0	2.099586268535048
cell_409	52.0	2.0	4.908031191741125
cell_410	52.0	2.0	1.3586849241778913
cell_411	52.0	2.0	2.760324730078701
cell_412	53.0	2.0	0.8471975618587523
cell_413	53.0	2.0	0.7581966998662509
cell_414	53.0	2.0	0.5449001319911837
cell_415	53.0	2.0	1.7166240385056346
cell_416	54.0	2.0	0.37973289731622895
cell_417	54.0	2.0	0.6904853680239935
cell_418	54.0	2.0	1.563248489130545
cell_419	54.0	2.0	0.3154428296299816
cell_420	55.0	2.0	0.3732694354764526
cell_421	55.0	2.0	0.33619588140430284
cell_422	55.0	2.0	0.7050507185644709
cell_423	55.0	2.0	0.8043441040839883
cell_424	56.0	2.0	14.438181725732292
cell_425	56.0	2.0	2.517918235921215
cell_426	56.0	2.0	0.3253402561827333
cell_427	56.0	2.0	5.050891839884031
cell_428	57.0	2.0	1.6688570418326936
cell_429	57.0	2.0	3.1458395987525516
cell_430	57.0	2.0	0.9979196827973227
cell_431	57.0	2.0	4.18869121687232
cell_432	58.0	2.0	0.6095183137645848
cell_433	58.0	2.0	0.37744110315198615
cell_434	58.0	2.0	0.8225834857579569
cell_435	58.0	2.0	0.8979030359325049
cell_436	59.0	2.0	1.4947028770582929
cell_437	59.0	2.0	1.2141713282256188
cell_438	59.0	2.0	0.32359170108373786
cell_439	59.0	2.0	0.5603489993586721
cell_440	60.0	2.0	0.7101243847937667
cell_441	60.0	2.0	0.5702748629040245
cell_442	60.0	2.0	2.7888373071452195
cell_443	60.0	2.0	1.1877716391399822
cell_444	61.0	2.0	0.9218766239257459
cell_445	61.0	2.0	0.3812775943393643
cell_446	61.0	2.0	0.28859765622045985
cell_447	61.0	2.0	0.9324245188708115
cell_448	62.0	2.0	3.178958576922068
cell_449	62.0	2.0	2.278814433843106
cell_450	62.0	2.0	2.49540014746795
cell_451	62.0	2.0	3.8545111351905037
cell_452	63.0	2.0	0.9900685169386242
cell_453	63.0	2.0	0.5639789422664424
cell_454	63.0	2.0	1.225850220476689
cell_455	63.0	2.0	1.515342223874981
cell_456	64.0	2.0	2.0532911098514544
cell_457	64.0	2.0	0.7234418390002041
cell_458	64.0	2.0	4.106075157947076
cell_459	64.0	2.0	1.412631731069078
cell_460	65.0	2.0	1.123231120155009
cell_461	65.0	2.0	1.5145457840977776
cell_462	65.0	2.0	0.8588567713609587
cell_463	65.0	2.0	0.703477246173414
cell_464	66.0	2.0	3.9980829117563372
cell_465	66.0	2.0	0.6824668656652791
cell_466	66.0	2.0	0.635311438956735
cell_467	66.0	2.0	3.9309727262092022
cell_468	67.0	2.0	1.647432770355056
cell_469	67.0	2.0	2.3694926004477392
cell_470	67.0	2.0	0.9142788540636795
cell_471	67.0	2.0	4.505079691034975
cell_472	68.0	2.0	0.48234103514972393
cell_473	68.0	2.0	3.5771934819242017
cell_474	68.0	2.0	0.8951263532149635
cell_475	68.0	2.0	2.0218521388774655
cell_476	69.0	2.0	1.0596442537598645
cell_477	69.0	2.0	0.8864878554420802
cell_478	69.0	2.0	1.5807257834282458
cell_479	69.0	2.0	1.1478359202859743
cell_480	70.0	2.0	0.6624500699068363
cell_481	70.0	2.0	0.5528701049647972
cell_482	70.0	2.0	0.5220158808561377
cell_483	70.0	2.0	0.27307647843919775
cell_484	71.0	2.0	1.1251788715920819
cell_485	71.0	2.0	1.9479511008841244
cell_486	71.0	2.0	1.9943904238678536
cell_487	71.0	2.0	0.49435564692340406
cell_488	72.0	2.0	0.9967723177645814
cell_489	72.0	2.0	1.230936509780658
cell_490	72.0	2.0	0.879472589439338
cell_491	72.0	2.0	0.8347163551137765
cell_492	73.0	2.0	1.0516634388758301
cell_493	73.0	2.0	0.7761317107569417
cell_494	73.0	2.0	2.828431649503265
cell_495	73.0	2.0	0.38331120382884776
cell_496	74.0	2.0	0.5147497338398191
cell_497	74.0	2.0	1.1936509818199823
cell_498	74.0	2.0	5.849356326828423
cell_499	74.0	2.0	0.5850189998798588
cell_500	75.0	2.0	0.7626291448758712
cell_501	75.0	2.0	1.257907479889351
cell_502	75.0	2.0	0.5271324129351466
cell_503	75.0	2.0	0.5522061645885916
cell_504	76.0	2.0	0.2877280598730735
cell_505	76.0	2.0	1.0889734616702473
cell_506	76.0	2.0	1.8876713476891152
cell_507	76.0	2.0	0.3602813660739289
cell_508	77.0	2.0	0.815903927217618
cell_509	77.0	2.0	0.7153399768854634
cell_510	77.0	2.0	1.7381750783191092
cell_511	77.0	2.0	0.7490023372527617
cell_512	78.0	2.0	0.2867357872284861
cell_513	78.0	2.0	2.2404636162221974
cell_514	78.0	2.0	2.5510640926598565
cell_515	78.0	2.0	0.6942855883286579
cell_516	79.0	2.0	1.652816441228833
cell_517	79.0	2.0	1.2999174150001227
cell_518	79.0	2.0	2.923115172339547
cell_519	79.0	2.0	1.9323503385973122
cell_520	80.0	2.0	0.32035899423361935
cell_521	80.0	2.0	0.6402993897891223
cell_522	80.0	2.0	1.346383705545736
cell_523	80.0	2.0	1.054408739573568
cell_524	81.0	2.0	0.7447666537795535
cell_525	81.0	2.0	5.986902901097116
cell_526	81.0	2.0	0.5780960710802018
cell_527	81.0	2.0	3.529694907280457
cell_528	82.0	2.0	3.5183386686337
cell_529	82.0	2.0	0.25334765283800237
cell_530	82.0	2.0	2.090075572519373
cell_531	82.0	2.0	0.7032276490662942
cell_532	83.0	2.0	0.8778205816709174
cell_533	83.0	2.0	1.549822644234036
cell_534	83.0	2.0	0.3016565698806866
cell_535	83.0	2.0	0.3568490963888961
cell_536	84.0	2.0	0.6167125250060344
cell_537	84.0	2.0	0.8841844135202132
cell_538	84.0	2.0	0.8991998270622527
cell_539	84.0	2.0	1.0330362455463904
cell_540	85.0	2.0	0.6752064707031479
cell_541	85.0	2.0	1.8322804212441943
cell_542	85.0	2.0	3.362634696089888
cell_543	85.0	2.0	0.8518911733415327
cell_544	86.0	2.0	2.9524156147161684
cell_545	86.0	2.0	1.0358664242343938
cell_546	86.0	2.0	0.660526300696192
cell_547	86.0	2.0	0.4813477594102953
cell_548	87.0	2.0	0.813122500541204
cell_549	87.0	2.0	1.7703815537239904
cell_550	87.0	2.0	1.2182534971845245
cell_551	87.0	2.0	1.0230828737174102
cell_552	88.0	2.0	1.717795701425642
cell_553	88.0	2.0	1.0265958160253468
cell_554	88.0	2.0	1.1352004772739166
cell_555	88.0	2.0	1.161158715526457
cell_556	89.0	2.0	0.8642868580481807
cell_557	89.0	2.0	0.870880618247149
cell_558	89.0	2.0	1.860469399812755
cell_559	89.0	2.0	1.9089958562050207
cell_560	90.0	2.0	0.90097263110153
cell_561	90.0	2.0	1.1105631507795937
cell_562	90.0	2.0	1.1137558248992103
cell_563	90.0	2.0	0.513636900759223
cell_564	91.0	2.0	2.373960188025832
cell_565	91.0	2.0	2.3705402268515354
cell_566	91.0	2.0	0.8471730053435362
cell_567	91.0	2.0	2.499543870849257
cell_568	92.0	2.0	0.8246589698069826
cell_569	92.0	2.0	0.6223874978938718
cell_570	92.0	2.0	0.6757133940212483
cell_571	92.0	2.0	0.1219189867644263
cell_572	93.0	2.0	1.3769645617120154
cell_573	93.0	2.0	0.9860905856325091
cell_574	93.0	2.0	0.6027577627732364
cell_575	93.0	2.0	1.172175388041057
cell_576	94.0	2.0	1.6516472839907173
cell_577	94.0	2.0	0.30267839160172494
cell_578	94.0	2.0	1.2662604030388411
cell_579	94.0	2.0	0.3022252618934596
cell_580	95.0	2.0	0.5183844922157393
cell_581	95.0	2.0	0.5860905739828296
cell_582	95.0	2.0	1.0487728248629602
cell_583	95.0	2.0	0.18425802452761547
cell_584	96.0	2.0	2.095565190916884
cell_585	96.0	2.0	0.9775320908503734
cell_586	96.0	2.0	0.7335764524203884
cell_587	96.0	2.0	0.7055979101417017
cell_588	97.0	2.0	0.4037915764770159
cell_589	97.0	2.0	2.245522018174481
cell_590	97.0	2.0	1.4574826962362173
cell_591	97.0	2.0	3.3449947629899497
cell_592	98.0	2.0	0.7233982921321964
cell_593	98.0	2.0	1.060053481782927
cell_594	98.0	2.0	0.42104895034026774
cell_595	98.0	2.0	1.0602487648824817
cell_596	99.0	2.0	0.5815747020574263
cell_597	99.0	2.0	0.7709890816743531
cell_598	99.0	2.0	1.8566612126965216
cell_599	99.0	2.0	2.0576482977799757
